code,date,close,amount,ma_amount,ratio,market_cap,last_price
605169.SH,20260304,14.65,328797200.0,58682328.15,5.603001966103828,38.499968,13.61
603006.SH,20260116,14.08,220741925.99999997,41435083.6,5.327415967853868,31.8326321,12.52
603787.SH,20260323,14.82,357718907.0,58279632.05,6.137974699172797,34.498554121,14.99
600668.SH,20260210,11.719999999999999,417895842.0,91333333.5,4.5755019113585735,42.0745705286,10.19
600433.SH,20260116,3.4400000000000004,485338150.0,93114879.85,5.212251261901833,64.4102757744,3.68
600643.SH,20260317,5.119999999999999,460820912.00000006,83597140.75,5.5124003986942585,81.4260078592,5.12
603018.SH,20260127,8.2,705017170.9999999,100678245.35,7.002676383056372,49.5752392175,7.25
605162.SH,20260318,10.23,346754195.0,85790534.6,4.041870080618428,44.865296224,11.2
600158.SH,20260121,9.709999999999999,987938086.0,240163860.85,4.113600116618046,103.7233625427,10.81
600328.SH,20260312,10.41,1723053850.9999998,416872678.4,4.133285629591406,141.9387627944,9.68
600604.SH,20260320,5.7,425130112.0,69146200.15,6.148278735169224,77.41001422,5.5
603209.SH,20260303,17.45,582250795.0,136617124.5,4.26191663110286,47.548607196300004,14.79
601999.SH,20260318,7.79,332395521.00000006,77191155.75,4.306134786691545,43.74262718,7.94
600817.SH,20260129,12.629999999999999,217751746.0,47898727.25,4.546086263701297,57.740558148599995,10.91
601163.SH,20260116,15.53,469249199.0,82023179.75,5.720934014387561,111.2,13.9
600478.SH,20260227,8.36,1989025281.0,396607576.45,5.015096531447011,125.58178506639999,7.54
600189.SH,20260120,8.13,671003187.0,135456624.9,4.953638757021769,54.35503371200001,7.600000000000001
603223.SH,20260303,10.709999999999999,509445060.99999994,108574959.05,4.692104564970591,59.994886405,8.5
605018.SH,20260212,12.58,264455884.00000003,50046361.300000004,5.284218015666206,49.54493458219999,10.54
603053.SH,20260303,11.33,445800741.00000006,56108761.0,7.945296475179697,91.733448,10.32
600649.SH,20260121,5.45,1611868488.0,243722060.7,6.613551860551785,113.954784944,4.55
600616.SH,20260129,5.95,301473855.0,74228923.1,4.061406826471931,33.517147995,5.01
600197.SH,20260129,14.77,493911567.0,81719731.85,6.043969501840699,56.5443786815,11.95
603128.SH,20260303,6.15,351332298.0,86066816.35,4.082087765059989,73.96112691100001,5.65
603520.SH,20260324,9.600000000000001,328823456.99999994,77657001.15,4.234305370160433,47.786677029,10.9
600644.SH,20260227,12.950000000000001,1464410484.0,342586154.5,4.274575795794457,76.1648517306,13.17
603689.SH,20260303,9.56,513701145.0,69554621.45,7.385578906058441,44.23006264299999,8.45
600603.SH,20260309,7.63,529029115.99999994,126166323.15,4.193108769374484,87.47102676829999,7.33
601515.SH,20260209,4.57,499649925.00000006,124552252.95,4.011568744570027,82.1748976517,4.27
600664.SH,20260309,3.63,437936444.00000006,95140733.35000001,4.60303834729691,85.88118677160001,3.41
601968.SH,20260120,6.32,607695463.0,132965284.5,4.5703317620472586,66.723265758,5.23
600851.SH,20260122,8.0,427290155.00000006,90327938.15,4.730431843694198,59.0564888,8.0
600261.SH,20260119,3.7,213254889.0,47577694.5,4.482245120137127,49.5304650386,3.71
600681.SH,20260304,4.680000000000001,808999052.0,197663603.0,4.092807374355106,65.1147063192,4.86
603366.SH,20260313,10.32,837970442.0000001,179848000.9,4.6593258629876715,81.7926389606,10.06
603055.SH,20260225,9.88,284289760.99999994,64382559.05,4.415633134110409,84.8020170928,9.56
600769.SH,20260311,15.02,590664846.0,138845727.95,4.2541088928044335,50.9968992,13.6
600903.SH,20260303,7.7,916404478.0,131111355.6,6.9895126459969275,74.9806134016,6.52
600333.SH,20260303,6.51,650791908.0,115269116.5,5.645847975246691,35.689198082400004,5.86
600354.SH,20260130,7.92,1184421063.0,286227205.3,4.138045025309828,35.943321647999994,6.81
600812.SH,20260309,6.010000000000001,968334735.0,120866668.15,8.011594510061787,91.448428721,5.33
603959.SH,20260209,6.93,665781247.0000001,116924176.7,5.694128158868619,30.251447806399998,6.17
605050.SH,20260320,14.43,752263136.0,108447177.65,6.936677858301091,72.2487579346,14.66
600405.SH,20260306,5.69,328624313.0,67991338.15,4.8333261550905355,35.936032483299996,5.89
600716.SH,20260224,4.78,256896634.0,60606739.65,4.2387469691252395,43.05878714000001,4.600000000000001
600293.SH,20260126,3.64,1001006804.0000001,181002646.95,5.530343455565693,38.284786518,3.3
603387.SH,20260317,9.440000000000001,357409117.0,69804032.55,5.120178647902485,50.208198183,9.9
600059.SH,20260126,9.719999999999999,466621721.00000006,108643219.35,4.294991659780929,80.67150355049999,8.85
600987.SH,20260129,7.83,468467384.00000006,101557497.3,4.612829150526931,74.8260233909,7.33
600794.SH,20260226,4.13,599851561.0000001,83768751.45,7.16080340958693,45.0057058875,3.75
600072.SH,20260204,13.33,1443572185.0,360888412.1,4.000051363799386,138.88384391120002,12.82
600250.SH,20260326,12.47,646793347.9999999,160167663.1,4.038226789861929,40.3813702564,12.91
600539.SH,20260121,11.200000000000001,239888650.0,58584321.35,4.094758537302745,32.683,14.21
600888.SH,20260312,10.01,2139276132.0,497982354.7,4.295887418116986,127.6636650078,8.22
603357.SH,20260317,8.72,209012651.0,49702332.95,4.205288536662141,44.28155583229999,7.97
605368.SH,20260303,9.41,559435767.0,76036781.8,7.357436148093265,59.5291717195,8.33
600917.SH,20260303,6.42,744196002.0,86965953.3,8.557325870192008,87.106018608,5.58
605158.SH,20260205,8.81,173848840.0,42270914.60000001,4.11272955991352,38.049648,7.44
600073.SH,20260120,6.96,409630078.0,85578895.3,4.786578239459934,55.7011306368,5.94
603317.SH,20260205,14.510000000000002,606517773.0,130296618.45,4.654900335980285,131.5987485384,12.36
600684.SH,20260130,4.86,688431994.0000001,152340354.9,4.519038927353845,41.9049214993,4.91
603065.SH,20260225,9.65,357962064.0,72770897.85,4.919027723663025,34.6486182044,8.27
600731.SH,20260121,7.590000000000001,273160922.0,57723009.15,4.732270995958637,39.3803297455,7.27
600292.SH,20260212,15.680000000000001,1281124785.0,302491806.95,4.235237965343511,108.29930264299999,13.87
605166.SH,20260226,11.75,360707601.0,77648029.2,4.645418624481972,32.0712566274,10.19
600635.SH,20260303,6.91,1976911153.9999998,385491098.95,5.1282926100880335,141.741192155,5.86
603808.SH,20260326,10.8,329537951.0,75704184.65,4.352968762870098,38.644024326600004,10.47
603086.SH,20260312,8.87,564536305.0,118912282.3,4.74750205849846,32.3935791535,7.45
600929.SH,20260122,6.04,477255322.0,87651302.0,5.444931348538325,97.0947047552,5.92
600559.SH,20260129,17.16,1440513073.0,241487433.75,5.965167837641158,122.78377494,13.5
000779.SZ,20260211,9.5,343585043.0,74831366.55,4.5914575510314535,42.2015465736,9.08
002479.SZ,20260326,5.99,790798528.0,148223763.8,5.335166964637555,50.576068658400004,5.86
000570.SZ,20260306,6.32,510174316.99999994,95759262.75,5.327675906736238,31.11878039200001,5.600000000000001
000504.SZ,20260123,8.85,134705095.0,31883623.75,4.224899153754441,33.1426254786,10.07
000713.SZ,20260130,7.38,621822287.0,110006416.8,5.652600139958381,40.21798119,6.55
002239.SZ,20260121,3.31,1627694841.0,303962994.5,5.354911191335826,99.2910237184,3.04
