code,date,close,amount,ma_amount,ratio,market_cap,last_price
002543.SZ,20260313,9.79,219971017.0,54000964.15,4.073464621649723,60.7358900754,9.18
000420.SZ,20260313,4.82,2849458945.0,499827060.65,5.700889706320466,118.72290420690001,4.83
002328.SZ,20260320,6.91,660056616.0,161904224.7,4.076833802348581,40.811620564,7.15
002183.SZ,20260123,5.72,2408303627.0000005,505878948.8,4.7606322277548,145.43166909600004,5.600000000000001
000565.SZ,20260126,8.67,743793028.0,156283326.05,4.7592602921826535,32.30262039,7.45
002178.SZ,20260305,6.8,887872257.9999999,150969125.9,5.881151213580683,43.418772638000014,6.100000000000001
001338.SZ,20260313,13.76,445385608.99999994,110740891.35,4.021871266977119,66.1281239212,13.18
000809.SZ,20260309,3.6900000000000004,277030519.0,62421174.35,4.4380856637952695,34.228838659500006,4.15
000631.SZ,20260123,3.9,270525715.0,66666654.8,4.057886447303788,90.39000334050002,3.93
002693.SZ,20260316,8.049999999999999,197290606.99999997,43500293.95,4.535385605135663,34.6046503832,8.42
000920.SZ,20260309,14.39,549917352.0,113647542.2,4.838796698587997,54.112541760999996,11.45
002221.SZ,20260303,10.010000000000002,1387692999.0,252064602.55,5.50530691323362,129.8717974568,8.89
000045.SZ,20260122,13.28,548044370.0,130208252.45,4.208983376153129,65.8568484409,14.41
002141.SZ,20260123,4.1899999999999995,669913089.9999999,116642226.05,5.7433153728807795,38.517099075,3.78
000719.SZ,20260204,13.44,626434053.0,146788456.85,4.2675975103419725,86.9293248529,13.03
002692.SZ,20260313,6.23,753144768.0000001,137926948.5,5.4604613252935135,42.4166004225,5.91
002783.SZ,20260123,11.04,812612383.0,186968411.85,4.346254936646401,42.9827552452,9.32
000525.SZ,20260120,6.19,613672784.0,129884420.4,4.724760537946705,67.150304302,6.04
000401.SZ,20260115,4.79,246605005.0,57308814.95,4.303090287509077,128.14694846860002,4.87
002427.SZ,20260115,7.680000000000001,882108194.0000001,217411871.35,4.0573138372004545,62.1349161666,6.31
000544.SZ,20260302,9.21,243142389.0,58515026.15,4.155212857236329,84.310208212,8.65
002644.SZ,20260206,9.63,723138231.6,164224775.44450003,4.403344316609436,43.7633049,8.57
000421.SZ,20260303,7.73,462525798.0,97673903.15,4.73540816004546,39.626444493,6.9
000978.SZ,20260326,7.49,462367035.00000006,107768462.25,4.290374246293006,35.249341875,7.53
002662.SZ,20260121,4.53,649439625.0,158204266.75,4.105070225610714,56.9992818,3.8
000516.SZ,20260309,5.1499999999999995,813861413.0,186093563.05,4.373399056158273,113.99106910729999,5.17
002960.SZ,20260316,11.5,534590133.0,132733820.5,4.027535190249421,96.0554377728,11.88
002274.SZ,20260126,6.52,393850130.0,91354543.65,4.311226505699916,61.616687841,6.57
002004.SZ,20260115,5.37,782225879.0,185752903.05,4.211109846231822,98.22053419379999,5.22
002063.SZ,20260309,7.42,2209772341.0,442811658.55,4.990321050344441,119.0512879875,6.75
002267.SZ,20260303,9.04,832882136.0,134881616.75,6.174912164225671,89.7444884115,8.07
002224.SZ,20260318,4.970000000000001,547531885.0,120976813.85,4.5259241632771765,38.5449816382,4.78
002860.SZ,20260126,14.940000000000001,1100911286.0,252551270.55,4.35915956234337,44.964039260199996,12.86
000639.SZ,20260317,3.14,617903034.9999999,135320210.45,4.566228746949158,34.541656704,3.2
002646.SZ,20260129,9.809999999999999,471810549.0,77478931.25,6.089533520766008,38.5027065816,8.09
000514.SZ,20260120,5.359999999999999,401611346.73,94359115.246,4.256200852275634,40.585383416499994,4.81
002705.SZ,20260326,14.770000000000001,743152835.0,122145537.65,6.084158695420012,120.24578592,14.88
002688.SZ,20260312,6.500000000000001,466085146.0,90298230.2,5.161619945016375,44.100353403,5.9
000507.SZ,20260303,5.859999999999999,471880572.0,108152985.8,4.363084093421302,52.2463229445,5.79
002521.SZ,20260319,8.540000000000001,217816055.00000003,43983989.5,4.952166856078392,33.2634228825,7.95
000059.SZ,20260123,6.08,706246205.0,174755242.2,4.041344889624146,88.2892280424,5.52
000819.SZ,20260303,18.12,801311210.0,189381731.7,4.231195917404318,53.5870360596,14.66
000860.SZ,20260129,15.9,878427882.0000001,157223211.25,5.587138661118017,95.61376488210001,12.89
002041.SZ,20260130,11.290000000000001,983479939.9999999,198062498.65,4.965503044258398,94.248,10.71
002137.SZ,20260202,9.72,989997390.0000001,223723571.65,4.425092012873736,32.2717407034,8.14
002449.SZ,20260306,8.82,801100398.0,125083652.05,6.404517176071692,48.797848634100006,7.890000000000001
002102.SZ,20260312,3.79,986285085.9999999,192590167.85,5.121160114301234,71.9224598704,3.31
000697.SZ,20260303,9.74,417700404.00000006,91273132.65,4.5763785231491125,63.1554805516,9.67
002950.SZ,20260316,11.36,402112747.0,81294215.9,4.946388159947797,52.8382399321,11.69
002053.SZ,20260309,13.01,552924822.0,120425365.6,4.591431541396126,125.86282576129999,13.67
000998.SZ,20260130,10.51,1599844386.0000002,282081735.25,5.671563189237011,130.5845192178,9.93
002867.SZ,20260128,14.040000000000001,1017400211.0,169839915.05,5.9903480916160525,127.76506159360001,11.84
002385.SZ,20260130,4.59,2383996615.0,582353995.5,4.093724149609616,139.5534843252,3.96
000731.SZ,20260227,7.890000000000001,477176424.00000006,93590375.4,5.098562987492836,42.64377243,7.77
002724.SZ,20260128,7.67,286232978.0,61258937.35,4.672509684009397,39.9722445056,7.04
002520.SZ,20260212,6.71,793704622.0,167018277.25,4.752202184506726,40.248393593100005,5.61
002019.SZ,20260226,13.1,1118479138.0,176008600.5,6.354684571223552,110.23310448,13.1
002437.SZ,20260121,3.5100000000000002,692884691.0,173167283.8,4.001244783629273,70.2998732387,3.37
000520.SZ,20260303,5.12,771312506.0,127620496.5,6.043798035216075,42.6087134555,4.21
002818.SZ,20260123,12.040000000000001,196022893.0,42469226.1,4.615645515612539,33.5055125493,11.23
000626.SZ,20260311,8.42,357816431.0,84379294.75,4.240571482140766,42.0603295035,8.35
000652.SZ,20260127,4.74,729797307.0,126361325.25,5.775480001939913,57.9463707087,3.93
002480.SZ,20260310,6.94,439930541.00000006,102292851.25,4.300696828997618,47.8288280358,6.23
000409.SZ,20260115,12.610000000000001,1754661445.0,231087960.7,7.593045694309942,60.229381667999995,10.2
