,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1127231.244212929
Total Return [%],12.723124421292903
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000166
Total Fees Paid,0.0
Max Drawdown [%],19.691789124357935
Max Drawdown Duration,136 days 00:00:00
Total Trades,47898
Total Closed Trades,47638
Total Open Trades,260
Open Trade PnL,-8265.58342998656
Win Rate [%],65.27771946765188
Best Trade [%],163.2054176072235
Worst Trade [%],-30.735147504533188
Avg Winning Trade [%],5.275991457526043
Avg Losing Trade [%],-3.142292806510246
Avg Winning Trade Duration,4 days 12:02:50.871788275
Avg Losing Trade Duration,4 days 15:04:01.820628900
Profit Factor,1.1028297579516355
Expectancy,2.5143272049123766
Sharpe Ratio,0.6341985066943884
Calmar Ratio,0.6575827456808322
Omega Ratio,1.100994244730075
Sortino Ratio,0.8081489305694955
