,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1134615.963720906
Total Return [%],13.461596372090614
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000249
Total Fees Paid,0.0
Max Drawdown [%],16.310843092743195
Max Drawdown Duration,139 days 00:00:00
Total Trades,47682
Total Closed Trades,47422
Total Open Trades,260
Open Trade PnL,-17015.061996082935
Win Rate [%],61.99443296360339
Best Trade [%],199.3898010628407
Worst Trade [%],-27.436064965268596
Avg Winning Trade [%],4.6424843670826474
Avg Losing Trade [%],-3.170838329149289
Avg Winning Trade Duration,3 days 23:11:27.574407292
Avg Losing Trade Duration,4 days 16:36:27.238848108
Profit Factor,1.100971306235798
Expectancy,2.6378075941921537
Sharpe Ratio,0.6428864426962488
Calmar Ratio,0.8400142310101179
Omega Ratio,1.098262040531029
Sortino Ratio,0.8420508299199525
