,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1293682.5212307095
Total Return [%],29.368252123070942
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000169
Total Fees Paid,0.0
Max Drawdown [%],17.496822729018078
Max Drawdown Duration,137 days 00:00:00
Total Trades,42843
Total Closed Trades,42583
Total Open Trades,260
Open Trade PnL,-16866.23502351952
Win Rate [%],66.00286499307235
Best Trade [%],225.66701367342282
Worst Trade [%],-31.569936257998023
Avg Winning Trade [%],8.915142603034512
Avg Losing Trade [%],-4.652730302514942
Avg Winning Trade Duration,38 days 14:21:06.007258236
Avg Losing Trade Duration,38 days 22:59:37.044635431
Profit Factor,1.5540674048987664
Expectancy,7.248085799341263
Sharpe Ratio,1.2180555901745806
Calmar Ratio,1.710378431979169
Omega Ratio,1.196248250824269
Sortino Ratio,1.5918206452352486
