,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,931538.0945799518
Total Return [%],-6.846190542004818
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000206
Total Fees Paid,0.0
Max Drawdown [%],24.646347909446774
Max Drawdown Duration,329 days 00:00:00
Total Trades,44046
Total Closed Trades,43786
Total Open Trades,260
Open Trade PnL,-19066.265385187675
Win Rate [%],56.44269857945462
Best Trade [%],70.31628372560569
Worst Trade [%],-34.43204952798008
Avg Winning Trade [%],4.550823960088766
Avg Losing Trade [%],-4.273437656413347
Avg Winning Trade Duration,4 days 03:26:15.819373634
Avg Losing Trade Duration,6 days 06:08:08.387609213
Profit Factor,0.961981337638352
Expectancy,-1.4219347709086847
Sharpe Ratio,-0.13875893255382996
Calmar Ratio,-0.28225426573278345
Omega Ratio,0.9793595952552094
Sortino Ratio,-0.17579006404705722
