,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1138821.1672868177
Total Return [%],13.88211672868177
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000308
Total Fees Paid,0.0
Max Drawdown [%],19.704895775178034
Max Drawdown Duration,98 days 00:00:00
Total Trades,47155
Total Closed Trades,46895
Total Open Trades,260
Open Trade PnL,-22246.339440004354
Win Rate [%],53.82876639300566
Best Trade [%],102.93668132642449
Worst Trade [%],-37.94111799099242
Avg Winning Trade [%],4.069869950058339
Avg Losing Trade [%],-3.9519988817294402
Avg Winning Trade Duration,3 days 13:20:41.453076100
Avg Losing Trade Duration,5 days 18:03:11.150442477
Profit Factor,1.1148622906865924
Expectancy,3.021607469936015
Sharpe Ratio,0.6130419267313336
Calmar Ratio,0.7170708078440556
Omega Ratio,1.092390494999593
Sortino Ratio,0.8068693619769571
