factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha158.intraday_range_ratio,-0.05215525123799704,-2.7991553821298165,-0.08150397549346892,-3.5500412038134304,-0.030023401828968985,0.25
