,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1197553.8023860678
Total Return [%],19.755380238606772
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000012
Total Fees Paid,0.0
Max Drawdown [%],17.789487930642178
Max Drawdown Duration,144 days 00:00:00
Total Trades,45920
Total Closed Trades,45660
Total Open Trades,260
Open Trade PnL,-18955.051194937234
Win Rate [%],57.80332895313185
Best Trade [%],84.60692847173644
Worst Trade [%],-37.55401125551608
Avg Winning Trade [%],4.1432162097641685
Avg Losing Trade [%],-3.5674744929049593
Avg Winning Trade Duration,3 days 22:47:22.844693668
Avg Losing Trade Duration,5 days 22:42:38.602546564
Profit Factor,1.1554954646164195
Expectancy,4.322995632957937
Sharpe Ratio,0.8461928572440339
Calmar Ratio,1.1308225237993725
Omega Ratio,1.13374185989981
Sortino Ratio,1.1139012300456985
