,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1292219.9203704824
Total Return [%],29.221992037048235
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.000000000002
Total Fees Paid,0.0
Max Drawdown [%],16.042628685930506
Max Drawdown Duration,116 days 00:00:00
Total Trades,46084
Total Closed Trades,45824
Total Open Trades,260
Open Trade PnL,-28863.653209533557
Win Rate [%],53.40651187150838
Best Trade [%],102.93563262933556
Worst Trade [%],-28.981523621539683
Avg Winning Trade [%],3.8687604885121374
Avg Losing Trade [%],-4.183766890928607
Avg Winning Trade Duration,4 days 22:34:23.237036734
Avg Losing Trade Duration,8 days 19:43:43.902231064
Profit Factor,1.302806790561747
Expectancy,6.7438223424828685
Sharpe Ratio,1.190514984189732
Calmar Ratio,1.8561075210841165
Omega Ratio,1.1912504431914384
Sortino Ratio,1.5507786565909292
