,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,983614.9806259396
Total Return [%],-1.6385019374060443
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000023
Total Fees Paid,0.0
Max Drawdown [%],22.550850971014828
Max Drawdown Duration,329 days 00:00:00
Total Trades,45052
Total Closed Trades,44792
Total Open Trades,260
Open Trade PnL,8912.296619815665
Win Rate [%],66.85345597428112
Best Trade [%],189.08899379641005
Worst Trade [%],-34.224461454074664
Avg Winning Trade [%],8.520064541670536
Avg Losing Trade [%],-4.199754973118633
Avg Winning Trade Duration,7 days 23:55:51.865085991
Avg Losing Trade Duration,6 days 22:32:34.201794941
Profit Factor,0.9775736606832233
Expectancy,-0.8027729880550858
Sharpe Ratio,0.061455625781369067
Calmar Ratio,-0.07386226982075665
Omega Ratio,1.0090972123225546
Sortino Ratio,0.07790712124129875
