,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1229606.7629523163
Total Return [%],22.96067629523164
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000142
Total Fees Paid,0.0
Max Drawdown [%],15.574858306104963
Max Drawdown Duration,100 days 00:00:00
Total Trades,45119
Total Closed Trades,44859
Total Open Trades,260
Open Trade PnL,-24441.40054986682
Win Rate [%],61.60859582246595
Best Trade [%],184.654237121389
Worst Trade [%],-32.85081235139874
Avg Winning Trade [%],4.241250096025098
Avg Losing Trade [%],-3.229267675672963
Avg Winning Trade Duration,4 days 13:10:50.128450989
Avg Losing Trade Duration,5 days 14:33:46.641562720
Profit Factor,1.219194069656755
Expectancy,5.319702160545919
Sharpe Ratio,1.0213894543646842
Calmar Ratio,1.5015339693125729
Omega Ratio,1.1688440712955952
Sortino Ratio,1.3246375288871426
