,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1411104.7676012323
Total Return [%],41.110476760123234
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000189
Total Fees Paid,0.0
Max Drawdown [%],14.160841328411083
Max Drawdown Duration,59 days 00:00:00
Total Trades,43750
Total Closed Trades,43490
Total Open Trades,260
Open Trade PnL,-22237.530696115446
Win Rate [%],61.46930328811221
Best Trade [%],115.54496724240622
Worst Trade [%],-33.57918436965244
Avg Winning Trade [%],4.078459658293133
Avg Losing Trade [%],-3.277882595656801
Avg Winning Trade Duration,6 days 22:35:29.053978229
Avg Losing Trade Duration,8 days 15:14:30.439946673
Profit Factor,1.490979219902706
Expectancy,9.650578121866449
Sharpe Ratio,1.7336475908425373
Calmar Ratio,2.9606281133627568
Omega Ratio,1.3029072891812477
Sortino Ratio,2.291657836998278
