,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1116012.6550470986
Total Return [%],11.601265504709875
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000186
Total Fees Paid,0.0
Max Drawdown [%],16.19753010613477
Max Drawdown Duration,159 days 00:00:00
Total Trades,45979
Total Closed Trades,45719
Total Open Trades,260
Open Trade PnL,-20788.54534747962
Win Rate [%],59.36700277783854
Best Trade [%],93.04062174871433
Worst Trade [%],-29.886517660077523
Avg Winning Trade [%],4.408834648940655
Avg Losing Trade [%],-3.3762170245006593
Avg Winning Trade Duration,4 days 00:01:16.398202048
Avg Losing Trade Duration,5 days 01:09:44.453919317
Profit Factor,1.1027389426572147
Expectancy,2.541675092844123
Sharpe Ratio,0.5864936630116254
Calmar Ratio,0.72888780145149
Omega Ratio,1.0909548774610776
Sortino Ratio,0.7568931872426905
