,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,958332.9051685176
Total Return [%],-4.166709483148242
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000024
Total Fees Paid,0.0
Max Drawdown [%],15.372353892923831
Max Drawdown Duration,58 days 00:00:00
Total Trades,13748
Total Closed Trades,13488
Total Open Trades,260
Open Trade PnL,-14328.51215077483
Win Rate [%],45.55160142348754
Best Trade [%],53.345841150719195
Worst Trade [%],-30.76943642368369
Avg Winning Trade [%],3.707028270331162
Avg Losing Trade [%],-4.414460038204561
Avg Winning Trade Duration,4 days 06:54:50.625000
Avg Losing Trade Duration,7 days 12:05:02.928640176
Profit Factor,0.9128818410969237
Expectancy,-2.2540066466757835
Sharpe Ratio,-0.22307952003834614
Calmar Ratio,-0.2754849695021654
Omega Ratio,0.9454887327452727
Sortino Ratio,-0.2986336924603039
