TopK,Precision@K,Recall@K,平均最大涨幅,中位最大涨幅,平均最大回撤,平均起爆速度,盈亏比,样本日数
10,0.009411764705882354,0.0013079643140524314,0.04303204560773005,0.02695417789757415,-0.00982108086684623,9.750442477876106,4.381599763931952,340
20,0.008676470588235294,0.0026906846941408434,0.04302122123363858,0.02810650887573951,-0.010811236264198228,9.893657817109144,3.9793063607447743,340
50,0.011470588235294118,0.010098411443786995,0.04650433188607028,0.030525391534960256,-0.011979525870287434,10.081061946902654,3.8819843447572495,340
100,0.011470588235294118,0.021611873729382034,0.050525542576112706,0.032727272727272716,-0.012771525204060047,10.131209439528023,3.9561087472975207,340
