,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1509640.8822984584
Total Return [%],50.96408822984583
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000233
Total Fees Paid,0.0
Max Drawdown [%],14.334530006242948
Max Drawdown Duration,60 days 00:00:00
Total Trades,46874
Total Closed Trades,46614
Total Open Trades,260
Open Trade PnL,-22057.701159684486
Win Rate [%],62.95533530698931
Best Trade [%],155.8665872543181
Worst Trade [%],-31.27136843738677
Avg Winning Trade [%],4.07786132209333
Avg Losing Trade [%],-3.0881219861614273
Avg Winning Trade Duration,4 days 20:13:44.371294213
Avg Losing Trade Duration,6 days 01:21:02.293534686
Profit Factor,1.4434585872838677
Expectancy,10.92694318551359
Sharpe Ratio,1.9631940677899133
Calmar Ratio,3.628082486448364
Omega Ratio,1.3394152111214055
Sortino Ratio,2.6269876180896703
