factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
risk_adjusted_momentum_20,-0.037422878435363564,-2.1540035288094566,-0.059264088270127205,-3.1902006364706073,-0.01793373416517047,0.38028169014084506
