,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,790875.2270228935
Total Return [%],-20.912477297710655
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000018
Total Fees Paid,0.0
Max Drawdown [%],28.280192521088495
Max Drawdown Duration,329 days 00:00:00
Total Trades,40664
Total Closed Trades,40404
Total Open Trades,260
Open Trade PnL,8934.774380628402
Win Rate [%],62.38243738243738
Best Trade [%],173.3011591278786
Worst Trade [%],-38.52127113634841
Avg Winning Trade [%],12.959174815284372
Avg Losing Trade [%],-6.526965268989139
Avg Winning Trade Duration,23 days 04:45:53.168022218
Avg Losing Trade Duration,16 days 09:11:24.140299887
Profit Factor,0.7023033291939522
Expectancy,-5.468829864926761
Sharpe Ratio,-0.7037040140187026
Calmar Ratio,-0.7504186392324844
Omega Ratio,0.9009356227395029
Sortino Ratio,-0.8758187675055934
