,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1397107.839180742
Total Return [%],39.710783918074206
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000186
Total Fees Paid,0.0
Max Drawdown [%],16.99960665813018
Max Drawdown Duration,52 days 00:00:00
Total Trades,41459
Total Closed Trades,41199
Total Open Trades,260
Open Trade PnL,-21836.76905332199
Win Rate [%],61.14468797786354
Best Trade [%],287.8095144577993
Worst Trade [%],-31.475471128601125
Avg Winning Trade [%],6.01167422024634
Avg Losing Trade [%],-4.380602621636799
Avg Winning Trade Duration,10 days 10:10:30.225080385
Avg Losing Trade Duration,12 days 11:37:35.855176315
Profit Factor,1.5679101853161703
Expectancy,10.057380282571653
Sharpe Ratio,1.4714822132643604
Calmar Ratio,2.3820435679018535
Omega Ratio,1.248629451353996
Sortino Ratio,1.9612568733532876
