,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,945366.0422489584
Total Return [%],-5.463395775104162
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000169
Total Fees Paid,0.0
Max Drawdown [%],25.489676459220394
Max Drawdown Duration,329 days 00:00:00
Total Trades,40443
Total Closed Trades,40183
Total Open Trades,260
Open Trade PnL,-14302.603620652239
Win Rate [%],55.078018067341915
Best Trade [%],172.98708965986617
Worst Trade [%],-45.36795883510997
Avg Winning Trade [%],10.826033971619923
Avg Losing Trade [%],-7.3584593304776496
Avg Winning Trade Duration,18 days 04:11:24.474968371
Avg Losing Trade Duration,19 days 00:17:36.939501779
Profit Factor,0.9484767232591891
Expectancy,-1.0762667010878957
Sharpe Ratio,-0.043015468879179466
Calmar Ratio,-0.21781850892727606
Omega Ratio,0.9937325492843366
Sortino Ratio,-0.05550476851154229
