,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1228410.3738301434
Total Return [%],22.841037383014346
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000166
Total Fees Paid,0.0
Max Drawdown [%],20.51134983055075
Max Drawdown Duration,69 days 00:00:00
Total Trades,42830
Total Closed Trades,42570
Total Open Trades,260
Open Trade PnL,-14380.150440165457
Win Rate [%],54.64881371858116
Best Trade [%],122.57100149476834
Worst Trade [%],-32.548497949191315
Avg Winning Trade [%],4.349597693855138
Avg Losing Trade [%],-3.9932849871811227
Avg Winning Trade Duration,5 days 06:48:46.547455295
Avg Losing Trade Duration,8 days 00:31:33.462266134
Profit Factor,1.2304063292601743
Expectancy,5.341677120696406
Sharpe Ratio,0.925936413952724
Calmar Ratio,1.1342071888714709
Omega Ratio,1.1491544231496613
Sortino Ratio,1.2024553553368336
