,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1259540.7422393668
Total Return [%],25.95407422393667
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000216
Total Fees Paid,0.0
Max Drawdown [%],12.098573724055688
Max Drawdown Duration,50 days 00:00:00
Total Trades,39346
Total Closed Trades,39086
Total Open Trades,260
Open Trade PnL,-23522.613303032864
Win Rate [%],63.1376963618687
Best Trade [%],66.00336341824575
Worst Trade [%],-32.34504226030357
Avg Winning Trade [%],4.08270601500379
Avg Losing Trade [%],-2.9522724487319953
Avg Winning Trade Duration,4 days 12:01:10.021881838
Avg Losing Trade Duration,5 days 14:17:52.340425531
Profit Factor,1.274930043182896
Expectancy,6.7560873361575595
Sharpe Ratio,1.297070632148806
Calmar Ratio,2.185443868839203
Omega Ratio,1.2383017483005534
Sortino Ratio,1.6790649926079437
