,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,960936.1419951309
Total Return [%],-3.9063858004869028
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000026
Total Fees Paid,0.0
Max Drawdown [%],25.63216488622175
Max Drawdown Duration,329 days 00:00:00
Total Trades,41432
Total Closed Trades,41172
Total Open Trades,260
Open Trade PnL,-9800.590645251177
Win Rate [%],61.30379869814438
Best Trade [%],231.6796587764258
Worst Trade [%],-40.56349174067918
Avg Winning Trade [%],14.616972274004429
Avg Losing Trade [%],-7.512573015137236
Avg Winning Trade Duration,58 days 01:31:10.174326466
Avg Losing Trade Duration,47 days 22:36:07.834454997
Profit Factor,0.951829230930558
Expectancy,-0.7413818920469115
Sharpe Ratio,0.02398992557139527
Calmar Ratio,-0.15489757361297396
Omega Ratio,1.0033492226452412
Sortino Ratio,0.031340159726029396
