,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1435744.9436859912
Total Return [%],43.57449436859911
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000244
Total Fees Paid,0.0
Max Drawdown [%],16.300694683245652
Max Drawdown Duration,66 days 00:00:00
Total Trades,46510
Total Closed Trades,46250
Total Open Trades,260
Open Trade PnL,-21252.66756914339
Win Rate [%],58.81081081081081
Best Trade [%],90.74950495049511
Worst Trade [%],-28.631070178081096
Avg Winning Trade [%],3.5132333236971673
Avg Losing Trade [%],-3.1559690789701977
Avg Winning Trade Duration,4 days 00:57:51.882352941
Avg Losing Trade Duration,5 days 21:40:06.909788867
Profit Factor,1.3720046681754559
Expectancy,9.464677188715836
Sharpe Ratio,1.5673027380167133
Calmar Ratio,2.7265715165704267
Omega Ratio,1.262482984285995
Sortino Ratio,2.110017766776967
