总收益率(%),基准收益率(%),超额收益(%),年化收益(%),超额年化(%),波动率(%),夏普比率,最大回撤(%)
8.467302770795095,52.06884984566336,-43.601547074868265,5.658311901813762,-21.596916676313793,25.850210729273975,0.42198139916584665,23.744342190123785
