,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1404327.6834876784
Total Return [%],40.43276834876783
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000225
Total Fees Paid,0.0
Max Drawdown [%],13.946175619662935
Max Drawdown Duration,60 days 00:00:00
Total Trades,47774
Total Closed Trades,47514
Total Open Trades,260
Open Trade PnL,-18899.08500818216
Win Rate [%],61.66182598812981
Best Trade [%],231.38168438831897
Worst Trade [%],-30.78927329643096
Avg Winning Trade [%],4.1510652786470095
Avg Losing Trade [%],-3.143671606903405
Avg Winning Trade Duration,4 days 08:09:08.515257014
Avg Losing Trade Duration,5 days 20:14:07.153292812
Profit Factor,1.3361603533041904
Expectancy,8.48925569852991
Sharpe Ratio,1.642272087995103
Calmar Ratio,2.9565094913836925
Omega Ratio,1.2738586378422376
Sortino Ratio,2.1662816675439065
