level_idx,level_px,qty,avg_cost,unrealized_pnl
-100,0.852000,0,0.000000,0.000000
-99,0.853000,0,0.000000,0.000000
-98,0.854000,0,0.000000,0.000000
-97,0.855000,0,0.000000,0.000000
-96,0.856000,0,0.000000,0.000000
-95,0.857000,0,0.000000,0.000000
-94,0.858000,0,0.000000,0.000000
-93,0.859000,0,0.000000,0.000000
-92,0.860000,0,0.000000,0.000000
-91,0.861000,0,0.000000,0.000000
-90,0.862000,0,0.000000,0.000000
-89,0.863000,0,0.000000,0.000000
-88,0.864000,0,0.000000,0.000000
-87,0.865000,0,0.000000,0.000000
-86,0.866000,0,0.000000,0.000000
-85,0.867000,0,0.000000,0.000000
-84,0.868000,0,0.000000,0.000000
-83,0.869000,0,0.000000,0.000000
-82,0.870000,0,0.000000,0.000000
-81,0.871000,0,0.000000,0.000000
-80,0.872000,0,0.000000,0.000000
-79,0.873000,0,0.000000,0.000000
-78,0.874000,0,0.000000,0.000000
-77,0.875000,0,0.000000,0.000000
-76,0.876000,0,0.000000,0.000000
-75,0.877000,0,0.000000,0.000000
-74,0.878000,0,0.000000,0.000000
-73,0.879000,0,0.000000,0.000000
-72,0.880000,0,0.000000,0.000000
-71,0.881000,0,0.000000,0.000000
-70,0.882000,0,0.000000,0.000000
-69,0.883000,0,0.000000,0.000000
-68,0.884000,0,0.000000,0.000000
-67,0.885000,0,0.000000,0.000000
-66,0.886000,0,0.000000,0.000000
-65,0.887000,0,0.000000,0.000000
-64,0.888000,0,0.000000,0.000000
-63,0.889000,0,0.000000,0.000000
-62,0.890000,0,0.000000,0.000000
-61,0.891000,0,0.000000,0.000000
-60,0.892000,0,0.000000,0.000000
-59,0.893000,0,0.000000,0.000000
-58,0.894000,0,0.000000,0.000000
-57,0.895000,0,0.000000,0.000000
-56,0.896000,0,0.000000,0.000000
-55,0.897000,0,0.000000,0.000000
-54,0.898000,0,0.000000,0.000000
-53,0.899000,0,0.000000,0.000000
-52,0.900000,0,0.000000,0.000000
-51,0.901000,0,0.000000,0.000000
-50,0.902000,0,0.000000,0.000000
-49,0.903000,0,0.000000,0.000000
-48,0.904000,0,0.000000,0.000000
-47,0.905000,0,0.000000,0.000000
-46,0.906000,0,0.000000,0.000000
-45,0.907000,0,0.000000,0.000000
-44,0.908000,0,0.000000,0.000000
-43,0.909000,0,0.000000,0.000000
-42,0.910000,0,0.000000,0.000000
-41,0.911000,0,0.000000,0.000000
-40,0.912000,0,0.000000,0.000000
-39,0.913000,0,0.000000,0.000000
-38,0.914000,0,0.000000,0.000000
-37,0.915000,0,0.000000,0.000000
-36,0.916000,0,0.000000,0.000000
-35,0.917000,0,0.000000,0.000000
-34,0.918000,0,0.000000,0.000000
-33,0.919000,0,0.000000,0.000000
-32,0.920000,0,0.000000,0.000000
-31,0.921000,0,0.000000,0.000000
