,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1101840.7402554268
Total Return [%],10.18407402554268
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000024
Total Fees Paid,0.0
Max Drawdown [%],18.856537708090894
Max Drawdown Duration,159 days 00:00:00
Total Trades,49141
Total Closed Trades,48881
Total Open Trades,260
Open Trade PnL,-13021.68280180676
Win Rate [%],61.75814733741126
Best Trade [%],199.40938346229314
Worst Trade [%],-31.917753784341297
Avg Winning Trade [%],4.4233105039953005
Avg Losing Trade [%],-3.1920810496362666
Avg Winning Trade Duration,4 days 04:17:20.837418841
Avg Losing Trade Duration,4 days 23:03:09.041542221
Profit Factor,1.082907302470323
Expectancy,1.9219615832787014
Sharpe Ratio,0.5232528911053612
Calmar Ratio,0.5495607569321549
Omega Ratio,1.080670314937742
Sortino Ratio,0.6809984651565766
