buy_trade_id,buy_order_id,buy_ts,buy_px,sell_trade_id,sell_order_id,sell_ts,sell_px,qty,pnl
43,555163396,2026-03-02 15:29:15,0.819000,32,554762418,2026-03-02 15:29:14,0.822000,100,0.300000
44,555207349,2026-03-02 15:29:15,0.818000,34,554811351,2026-03-02 15:29:14,0.822000,100,0.400000
46,555257732,2026-03-02 15:29:15,0.818000,36,554863722,2026-03-02 15:29:14,0.822000,100,0.400000
47,555298623,2026-03-02 15:29:15,0.817000,1,553699488,2026-03-02 15:29:13,0.821000,100,0.400000
49,555394643,2026-03-02 15:29:15,0.817000,1,553699488,2026-03-02 15:29:13,0.821000,100,0.400000
51,555466690,2026-03-02 15:29:15,0.817000,1,553699488,2026-03-02 15:29:13,0.821000,100,0.400000
53,555521168,2026-03-02 15:29:15,0.817000,5,553818423,2026-03-02 15:29:13,0.821000,100,0.400000
57,555671603,2026-03-02 15:29:15,0.819000,5,553818423,2026-03-02 15:29:13,0.821000,100,0.200000
59,555724612,2026-03-02 15:29:15,0.819000,10,554116255,2026-03-02 15:29:14,0.821000,100,0.200000
61,555790999,2026-03-02 15:29:15,0.819000,10,554116255,2026-03-02 15:29:14,0.821000,100,0.200000
63,555843998,2026-03-02 15:29:15,0.819000,39,554959423,2026-03-02 15:29:14,0.821000,100,0.200000
65,555897105,2026-03-02 15:29:15,0.819000,9,554089783,2026-03-02 15:29:14,0.820000,100,0.100000
67,555949581,2026-03-02 15:29:15,0.819000,9,554089783,2026-03-02 15:29:14,0.820000,100,0.100000
68,556031044,2026-03-02 15:29:16,0.818000,42,555138935,2026-03-02 15:29:15,0.820000,100,0.200000
71,556140255,2026-03-02 15:29:16,0.819000,56,555649579,2026-03-02 15:29:15,0.820000,100,0.100000
73,556186787,2026-03-02 15:29:16,0.819000,58,555700117,2026-03-02 15:29:15,0.820000,100,0.100000
74,556240693,2026-03-02 15:29:16,0.818000,60,555753562,2026-03-02 15:29:15,0.820000,100,0.200000
76,556289234,2026-03-02 15:29:16,0.818000,62,555819547,2026-03-02 15:29:15,0.820000,100,0.200000
78,556358901,2026-03-02 15:29:16,0.818000,64,555872037,2026-03-02 15:29:15,0.820000,100,0.200000
80,556416189,2026-03-02 15:29:16,0.818000,66,555924628,2026-03-02 15:29:15,0.820000,100,0.200000
82,556491773,2026-03-02 15:29:16,0.818000,70,556116259,2026-03-02 15:29:16,0.820000,100,0.200000
84,556542358,2026-03-02 15:29:16,0.818000,72,556163204,2026-03-02 15:29:16,0.820000,100,0.200000
86,556589783,2026-03-02 15:29:16,0.818000,6,553889913,2026-03-02 15:29:13,0.819000,100,0.100000
88,556656310,2026-03-02 15:29:16,0.818000,6,553889913,2026-03-02 15:29:13,0.819000,100,0.100000
90,556705851,2026-03-02 15:29:16,0.818000,8,554063337,2026-03-02 15:29:14,0.819000,100,0.100000
92,556756896,2026-03-02 15:29:16,0.818000,45,555233918,2026-03-02 15:29:15,0.819000,100,0.100000
94,556806364,2026-03-02 15:29:16,0.818000,55,555623592,2026-03-02 15:29:15,0.819000,100,0.100000
96,556854291,2026-03-02 15:29:16,0.818000,69,556057634,2026-03-02 15:29:16,0.819000,100,0.100000
98,556905673,2026-03-02 15:29:16,0.818000,75,556264778,2026-03-02 15:29:16,0.819000,100,0.100000
100,556970133,2026-03-02 15:29:16,0.818000,77,556333885,2026-03-02 15:29:16,0.819000,100,0.100000
102,557032035,2026-03-02 15:29:17,0.818000,79,556391924,2026-03-02 15:29:16,0.819000,100,0.100000
104,557089956,2026-03-02 15:29:17,0.818000,81,556463330,2026-03-02 15:29:16,0.819000,100,0.100000
106,557145848,2026-03-02 15:29:17,0.818000,83,556518837,2026-03-02 15:29:16,0.819000,100,0.100000
108,557209884,2026-03-02 15:29:17,0.818000,85,556566294,2026-03-02 15:29:16,0.819000,100,0.100000
110,557260607,2026-03-02 15:29:17,0.818000,87,556633359,2026-03-02 15:29:16,0.819000,100,0.100000
112,557313578,2026-03-02 15:29:17,0.818000,89,556682779,2026-03-02 15:29:16,0.819000,100,0.100000
114,557362190,2026-03-02 15:29:17,0.818000,91,556731313,2026-03-02 15:29:16,0.819000,100,0.100000
115,557412081,2026-03-02 15:29:17,0.817000,93,556782389,2026-03-02 15:29:16,0.819000,100,0.200000
117,557466812,2026-03-02 15:29:17,0.817000,95,556832365,2026-03-02 15:29:16,0.819000,100,0.200000
119,557518102,2026-03-02 15:29:17,0.817000,97,556882722,2026-03-02 15:29:16,0.819000,100,0.200000
121,557590268,2026-03-02 15:29:17,0.817000,99,556946589,2026-03-02 15:29:16,0.819000,100,0.200000
123,557636265,2026-03-02 15:29:17,0.817000,101,557009059,2026-03-02 15:29:17,0.819000,100,0.200000
125,557686418,2026-03-02 15:29:17,0.817000,103,557066975,2026-03-02 15:29:17,0.819000,100,0.200000
128,557774360,2026-03-02 15:29:17,0.818000,105,557122390,2026-03-02 15:29:17,0.819000,100,0.100000
130,557830225,2026-03-02 15:29:17,0.818000,107,557186324,2026-03-02 15:29:17,0.819000,100,0.100000
132,557913875,2026-03-02 15:29:17,0.818000,109,557237320,2026-03-02 15:29:17,0.819000,100,0.100000
133,558023796,2026-03-02 15:29:18,0.817000,111,557290065,2026-03-02 15:29:17,0.819000,100,0.200000
135,558082209,2026-03-02 15:29:18,0.817000,113,557338064,2026-03-02 15:29:17,0.819000,100,0.200000
137,558152554,2026-03-02 15:29:18,0.817000,127,557750851,2026-03-02 15:29:17,0.819000,100,0.200000
139,558213159,2026-03-02 15:29:18,0.817000,129,557806289,2026-03-02 15:29:17,0.819000,100,0.200000
141,558262057,2026-03-02 15:29:18,0.817000,131,557890829,2026-03-02 15:29:17,0.819000,100,0.200000
143,558312637,2026-03-02 15:29:18,0.817000,48,555349196,2026-03-02 15:29:15,0.818000,100,0.100000
145,558364216,2026-03-02 15:29:18,0.817000,50,555442675,2026-03-02 15:29:15,0.818000,100,0.100000
148,558436081,2026-03-02 15:29:18,0.818000,147,558413111,2026-03-02 15:29:18,0.819000,100,0.100000
150,558491076,2026-03-02 15:29:18,0.818000,149,558466093,2026-03-02 15:29:18,0.819000,100,0.100000
152,558541029,2026-03-02 15:29:18,0.818000,151,558518585,2026-03-02 15:29:18,0.819000,100,0.100000
153,558576502,2026-03-02 15:29:18,0.817000,52,555497617,2026-03-02 15:29:15,0.818000,100,0.100000
156,558664221,2026-03-02 15:29:18,0.818000,155,558640749,2026-03-02 15:29:18,0.819000,100,0.100000
158,558748130,2026-03-02 15:29:18,0.818000,157,558724112,2026-03-02 15:29:18,0.819000,100,0.100000
160,558814046,2026-03-02 15:29:18,0.818000,159,558790043,2026-03-02 15:29:18,0.819000,100,0.100000
163,558910239,2026-03-02 15:29:18,0.819000,162,558888287,2026-03-02 15:29:18,0.820000,100,0.100000
165,558962243,2026-03-02 15:29:18,0.819000,164,558938759,2026-03-02 15:29:18,0.820000,100,0.100000
166,558999102,2026-03-02 15:29:18,0.818000,161,558853293,2026-03-02 15:29:18,0.819000,100,0.100000
168,559072159,2026-03-02 15:29:19,0.818000,167,559048151,2026-03-02 15:29:19,0.819000,100,0.100000
170,559143999,2026-03-02 15:29:19,0.818000,169,559120978,2026-03-02 15:29:19,0.819000,100,0.100000
172,559221903,2026-03-02 15:29:19,0.818000,171,559196411,2026-03-02 15:29:19,0.819000,100,0.100000
174,559326310,2026-03-02 15:29:19,0.818000,173,559302866,2026-03-02 15:29:19,0.819000,100,0.100000
176,559378236,2026-03-02 15:29:19,0.818000,175,559354301,2026-03-02 15:29:19,0.819000,100,0.100000
178,559440455,2026-03-02 15:29:19,0.818000,177,559417175,2026-03-02 15:29:19,0.819000,100,0.100000
180,559495811,2026-03-02 15:29:19,0.818000,179,559473367,2026-03-02 15:29:19,0.819000,100,0.100000
182,559551410,2026-03-02 15:29:19,0.818000,181,559528829,2026-03-02 15:29:19,0.819000,100,0.100000
184,559682532,2026-03-02 15:29:19,0.818000,183,559659088,2026-03-02 15:29:19,0.819000,100,0.100000
186,559739625,2026-03-02 15:29:19,0.818000,185,559718085,2026-03-02 15:29:19,0.819000,100,0.100000
188,559814143,2026-03-02 15:29:19,0.818000,187,559790114,2026-03-02 15:29:19,0.819000,100,0.100000
190,559862163,2026-03-02 15:29:19,0.818000,189,559838713,2026-03-02 15:29:19,0.819000,100,0.100000
192,559909963,2026-03-02 15:29:19,0.818000,191,559886412,2026-03-02 15:29:19,0.819000,100,0.100000
194,559957925,2026-03-02 15:29:19,0.818000,193,559934910,2026-03-02 15:29:19,0.819000,100,0.100000
195,559990919,2026-03-02 15:29:19,0.817000,54,555546101,2026-03-02 15:29:15,0.818000,100,0.100000
197,560050299,2026-03-02 15:29:20,0.817000,116,557441800,2026-03-02 15:29:17,0.818000,100,0.100000
199,560112334,2026-03-02 15:29:20,0.817000,118,557493629,2026-03-02 15:29:17,0.818000,100,0.100000
201,560176180,2026-03-02 15:29:20,0.817000,120,557568260,2026-03-02 15:29:17,0.818000,100,0.100000
203,560224154,2026-03-02 15:29:20,0.817000,122,557614225,2026-03-02 15:29:17,0.818000,100,0.100000
205,560293941,2026-03-02 15:29:20,0.817000,124,557662315,2026-03-02 15:29:17,0.818000,100,0.100000
207,560341955,2026-03-02 15:29:20,0.817000,126,557721839,2026-03-02 15:29:17,0.818000,100,0.100000
209,560421880,2026-03-02 15:29:20,0.817000,134,558057268,2026-03-02 15:29:18,0.818000,100,0.100000
211,560476346,2026-03-02 15:29:20,0.817000,136,558129576,2026-03-02 15:29:18,0.818000,100,0.100000
213,560544090,2026-03-02 15:29:20,0.817000,138,558189080,2026-03-02 15:29:18,0.818000,100,0.100000
215,560592021,2026-03-02 15:29:20,0.817000,140,558238093,2026-03-02 15:29:18,0.818000,100,0.100000
217,560650501,2026-03-02 15:29:20,0.817000,142,558287999,2026-03-02 15:29:18,0.818000,100,0.100000
219,560716826,2026-03-02 15:29:20,0.817000,144,558342113,2026-03-02 15:29:18,0.818000,100,0.100000
221,560764235,2026-03-02 15:29:20,0.817000,146,558389149,2026-03-02 15:29:18,0.818000,100,0.100000
223,560814137,2026-03-02 15:29:20,0.817000,154,558603778,2026-03-02 15:29:18,0.818000,100,0.100000
225,560868232,2026-03-02 15:29:20,0.817000,196,560026353,2026-03-02 15:29:20,0.818000,100,0.100000
227,560918735,2026-03-02 15:29:20,0.817000,198,560088801,2026-03-02 15:29:20,0.818000,100,0.100000
229,560979010,2026-03-02 15:29:20,0.817000,200,560153241,2026-03-02 15:29:20,0.818000,100,0.100000
231,561029984,2026-03-02 15:29:21,0.817000,202,560200116,2026-03-02 15:29:20,0.818000,100,0.100000
233,561090001,2026-03-02 15:29:21,0.817000,204,560270962,2026-03-02 15:29:20,0.818000,100,0.100000
235,561136019,2026-03-02 15:29:21,0.817000,206,560319401,2026-03-02 15:29:20,0.818000,100,0.100000
237,561184128,2026-03-02 15:29:21,0.817000,208,560398874,2026-03-02 15:29:20,0.818000,100,0.100000
239,561254301,2026-03-02 15:29:21,0.817000,210,560453054,2026-03-02 15:29:20,0.818000,100,0.100000
241,561343096,2026-03-02 15:29:21,0.817000,212,560521645,2026-03-02 15:29:20,0.818000,100,0.100000
243,561400510,2026-03-02 15:29:21,0.817000,214,560569054,2026-03-02 15:29:20,0.818000,100,0.100000
245,561452599,2026-03-02 15:29:21,0.817000,216,560627525,2026-03-02 15:29:20,0.818000,100,0.100000
247,561530063,2026-03-02 15:29:21,0.817000,218,560694467,2026-03-02 15:29:20,0.818000,100,0.100000
249,561592687,2026-03-02 15:29:21,0.817000,220,560742297,2026-03-02 15:29:20,0.818000,100,0.100000
251,561643724,2026-03-02 15:29:21,0.817000,222,560790659,2026-03-02 15:29:20,0.818000,100,0.100000
253,561712259,2026-03-02 15:29:21,0.817000,224,560843059,2026-03-02 15:29:20,0.818000,100,0.100000
255,561762233,2026-03-02 15:29:21,0.817000,226,560894706,2026-03-02 15:29:20,0.818000,100,0.100000
257,561810692,2026-03-02 15:29:21,0.817000,228,560954523,2026-03-02 15:29:20,0.818000,100,0.100000
259,561891761,2026-03-02 15:29:21,0.817000,230,561005960,2026-03-02 15:29:21,0.818000,100,0.100000
261,561962488,2026-03-02 15:29:21,0.817000,232,561067011,2026-03-02 15:29:21,0.818000,100,0.100000
263,562008428,2026-03-02 15:29:22,0.817000,234,561113005,2026-03-02 15:29:21,0.818000,100,0.100000
265,562059927,2026-03-02 15:29:22,0.817000,236,561159620,2026-03-02 15:29:21,0.818000,100,0.100000
267,562108871,2026-03-02 15:29:22,0.817000,238,561230249,2026-03-02 15:29:21,0.818000,100,0.100000
269,562158917,2026-03-02 15:29:22,0.817000,240,561318599,2026-03-02 15:29:21,0.818000,100,0.100000
271,562208267,2026-03-02 15:29:22,0.817000,242,561376068,2026-03-02 15:29:21,0.818000,100,0.100000
273,562260179,2026-03-02 15:29:22,0.817000,244,561430567,2026-03-02 15:29:21,0.818000,100,0.100000
275,562313714,2026-03-02 15:29:22,0.817000,246,561507102,2026-03-02 15:29:21,0.818000,100,0.100000
277,562376331,2026-03-02 15:29:22,0.817000,248,561568253,2026-03-02 15:29:21,0.818000,100,0.100000
279,562436470,2026-03-02 15:29:22,0.817000,250,561618243,2026-03-02 15:29:21,0.818000,100,0.100000
281,562493935,2026-03-02 15:29:22,0.817000,252,561687281,2026-03-02 15:29:21,0.818000,100,0.100000
283,562549464,2026-03-02 15:29:22,0.817000,254,561738760,2026-03-02 15:29:21,0.818000,100,0.100000
285,562608893,2026-03-02 15:29:22,0.817000,256,561788178,2026-03-02 15:29:21,0.818000,100,0.100000
287,562680445,2026-03-02 15:29:22,0.817000,258,561861962,2026-03-02 15:29:21,0.818000,100,0.100000
289,562730041,2026-03-02 15:29:22,0.817000,260,561939983,2026-03-02 15:29:21,0.818000,100,0.100000
291,562777936,2026-03-02 15:29:22,0.817000,262,561985426,2026-03-02 15:29:21,0.818000,100,0.100000
293,562837309,2026-03-02 15:29:22,0.817000,264,562035860,2026-03-02 15:29:22,0.818000,100,0.100000
295,562934359,2026-03-02 15:29:22,0.817000,266,562084407,2026-03-02 15:29:22,0.818000,100,0.100000
297,562988798,2026-03-02 15:29:22,0.817000,268,562133397,2026-03-02 15:29:22,0.818000,100,0.100000
299,563044348,2026-03-02 15:29:23,0.817000,270,562184387,2026-03-02 15:29:22,0.818000,100,0.100000
301,563116211,2026-03-02 15:29:23,0.817000,272,562237240,2026-03-02 15:29:22,0.818000,100,0.100000
303,563179980,2026-03-02 15:29:23,0.817000,274,562290391,2026-03-02 15:29:22,0.818000,100,0.100000
305,563229874,2026-03-02 15:29:23,0.817000,276,562353713,2026-03-02 15:29:22,0.818000,100,0.100000
307,563296264,2026-03-02 15:29:23,0.817000,278,562409410,2026-03-02 15:29:22,0.818000,100,0.100000
309,563342495,2026-03-02 15:29:23,0.817000,280,562470957,2026-03-02 15:29:22,0.818000,100,0.100000
311,563388544,2026-03-02 15:29:23,0.817000,282,562526012,2026-03-02 15:29:22,0.818000,100,0.100000
313,563459179,2026-03-02 15:29:23,0.817000,284,562584898,2026-03-02 15:29:22,0.818000,100,0.100000
316,563543893,2026-03-02 15:29:23,0.818000,315,563520451,2026-03-02 15:29:23,0.819000,100,0.100000
319,563618912,2026-03-02 15:29:23,0.819000,318,563594264,2026-03-02 15:29:23,0.820000,100,0.100000
320,563648865,2026-03-02 15:29:23,0.818000,317,563569824,2026-03-02 15:29:23,0.819000,100,0.100000
322,563696179,2026-03-02 15:29:23,0.818000,321,563673863,2026-03-02 15:29:23,0.819000,100,0.100000
324,563742509,2026-03-02 15:29:23,0.818000,323,563719954,2026-03-02 15:29:23,0.819000,100,0.100000
326,563792968,2026-03-02 15:29:23,0.818000,325,563770458,2026-03-02 15:29:23,0.819000,100,0.100000
329,563872467,2026-03-02 15:29:23,0.819000,328,563848030,2026-03-02 15:29:23,0.820000,100,0.100000
331,563920417,2026-03-02 15:29:23,0.819000,330,563896461,2026-03-02 15:29:23,0.820000,100,0.100000
333,563978100,2026-03-02 15:29:23,0.819000,332,563955106,2026-03-02 15:29:23,0.820000,100,0.100000
336,564073942,2026-03-02 15:29:24,0.820000,335,564045932,2026-03-02 15:29:24,0.821000,100,0.100000
338,564125873,2026-03-02 15:29:24,0.820000,337,564101432,2026-03-02 15:29:24,0.821000,100,0.100000
340,564175847,2026-03-02 15:29:24,0.820000,339,564150366,2026-03-02 15:29:24,0.821000,100,0.100000
342,564224011,2026-03-02 15:29:24,0.820000,341,564201352,2026-03-02 15:29:24,0.821000,100,0.100000
344,564272079,2026-03-02 15:29:24,0.820000,343,564248560,2026-03-02 15:29:24,0.821000,100,0.100000
346,564320095,2026-03-02 15:29:24,0.820000,345,564297071,2026-03-02 15:29:24,0.821000,100,0.100000
347,564355033,2026-03-02 15:29:24,0.819000,334,564015457,2026-03-02 15:29:24,0.820000,100,0.100000
349,564418244,2026-03-02 15:29:24,0.819000,348,564395010,2026-03-02 15:29:24,0.820000,100,0.100000
350,564558933,2026-03-02 15:29:24,0.818000,327,563820981,2026-03-02 15:29:23,0.819000,100,0.100000
352,564616967,2026-03-02 15:29:24,0.818000,351,564592909,2026-03-02 15:29:24,0.819000,100,0.100000
354,564698146,2026-03-02 15:29:24,0.818000,353,564674973,2026-03-02 15:29:24,0.819000,100,0.100000
356,564767364,2026-03-02 15:29:24,0.818000,355,564742342,2026-03-02 15:29:24,0.819000,100,0.100000
358,564821399,2026-03-02 15:29:24,0.818000,357,564796385,2026-03-02 15:29:24,0.819000,100,0.100000
360,564870307,2026-03-02 15:29:24,0.818000,359,564848368,2026-03-02 15:29:24,0.819000,100,0.100000
362,564920537,2026-03-02 15:29:24,0.818000,361,564896741,2026-03-02 15:29:24,0.819000,100,0.100000
364,564984405,2026-03-02 15:29:24,0.818000,363,564957971,2026-03-02 15:29:24,0.819000,100,0.100000
367,565067835,2026-03-02 15:29:25,0.819000,366,565046388,2026-03-02 15:29:25,0.820000,100,0.100000
368,565103318,2026-03-02 15:29:25,0.818000,365,565014354,2026-03-02 15:29:25,0.819000,100,0.100000
370,565183831,2026-03-02 15:29:25,0.818000,369,565137298,2026-03-02 15:29:25,0.819000,100,0.100000
372,565254332,2026-03-02 15:29:25,0.818000,371,565231886,2026-03-02 15:29:25,0.819000,100,0.100000
374,565330740,2026-03-02 15:29:25,0.818000,373,565290772,2026-03-02 15:29:25,0.819000,100,0.100000
376,565384087,2026-03-02 15:29:25,0.818000,375,565357632,2026-03-02 15:29:25,0.819000,100,0.100000
378,565442522,2026-03-02 15:29:25,0.818000,377,565419293,2026-03-02 15:29:25,0.819000,100,0.100000
380,565491905,2026-03-02 15:29:25,0.818000,379,565469696,2026-03-02 15:29:25,0.819000,100,0.100000
382,565538908,2026-03-02 15:29:25,0.818000,381,565515449,2026-03-02 15:29:25,0.819000,100,0.100000
384,565596712,2026-03-02 15:29:25,0.818000,383,565573458,2026-03-02 15:29:25,0.819000,100,0.100000
386,565647940,2026-03-02 15:29:25,0.818000,385,565626341,2026-03-02 15:29:25,0.819000,100,0.100000
388,565719415,2026-03-02 15:29:25,0.818000,387,565693925,2026-03-02 15:29:25,0.819000,100,0.100000
390,565795270,2026-03-02 15:29:25,0.818000,389,565772079,2026-03-02 15:29:25,0.819000,100,0.100000
392,565857018,2026-03-02 15:29:25,0.818000,391,565833081,2026-03-02 15:29:25,0.819000,100,0.100000
394,565903984,2026-03-02 15:29:25,0.818000,393,565880971,2026-03-02 15:29:25,0.819000,100,0.100000
396,565960375,2026-03-02 15:29:25,0.818000,395,565936909,2026-03-02 15:29:25,0.819000,100,0.100000
398,566014633,2026-03-02 15:29:26,0.818000,397,565991886,2026-03-02 15:29:25,0.819000,100,0.100000
400,566097005,2026-03-02 15:29:26,0.818000,399,566074460,2026-03-02 15:29:26,0.819000,100,0.100000
402,566158759,2026-03-02 15:29:26,0.818000,401,566134245,2026-03-02 15:29:26,0.819000,100,0.100000
404,566211166,2026-03-02 15:29:26,0.818000,403,566187062,2026-03-02 15:29:26,0.819000,100,0.100000
406,566270849,2026-03-02 15:29:26,0.818000,405,566248388,2026-03-02 15:29:26,0.819000,100,0.100000
408,566318040,2026-03-02 15:29:26,0.818000,407,566295843,2026-03-02 15:29:26,0.819000,100,0.100000
410,566386480,2026-03-02 15:29:26,0.818000,409,566363523,2026-03-02 15:29:26,0.819000,100,0.100000
413,566483301,2026-03-02 15:29:26,0.819000,412,566443337,2026-03-02 15:29:26,0.820000,100,0.100000
415,566566851,2026-03-02 15:29:26,0.819000,414,566530240,2026-03-02 15:29:26,0.820000,100,0.100000
417,566612445,2026-03-02 15:29:26,0.819000,416,566588938,2026-03-02 15:29:26,0.820000,100,0.100000
419,566686086,2026-03-02 15:29:26,0.819000,418,566639106,2026-03-02 15:29:26,0.820000,100,0.100000
421,566750496,2026-03-02 15:29:26,0.819000,420,566726842,2026-03-02 15:29:26,0.820000,100,0.100000
423,566810512,2026-03-02 15:29:26,0.819000,422,566786916,2026-03-02 15:29:26,0.820000,100,0.100000
425,566876420,2026-03-02 15:29:26,0.819000,424,566853976,2026-03-02 15:29:26,0.820000,100,0.100000
427,566933821,2026-03-02 15:29:26,0.819000,426,566910365,2026-03-02 15:29:26,0.820000,100,0.100000
429,566990628,2026-03-02 15:29:26,0.819000,428,566967147,2026-03-02 15:29:26,0.820000,100,0.100000
432,567110328,2026-03-02 15:29:27,0.820000,431,567087342,2026-03-02 15:29:27,0.821000,100,0.100000
434,567181222,2026-03-02 15:29:27,0.820000,433,567157242,2026-03-02 15:29:27,0.821000,100,0.100000
436,567230615,2026-03-02 15:29:27,0.820000,435,567206204,2026-03-02 15:29:27,0.821000,100,0.100000
438,567282068,2026-03-02 15:29:27,0.820000,437,567258558,2026-03-02 15:29:27,0.821000,100,0.100000
440,567335058,2026-03-02 15:29:27,0.820000,439,567311614,2026-03-02 15:29:27,0.821000,100,0.100000
442,567382135,2026-03-02 15:29:27,0.820000,441,567358199,2026-03-02 15:29:27,0.821000,100,0.100000
444,567430260,2026-03-02 15:29:27,0.820000,443,567406324,2026-03-02 15:29:27,0.821000,100,0.100000
446,567478573,2026-03-02 15:29:27,0.820000,445,567455068,2026-03-02 15:29:27,0.821000,100,0.100000
449,567550498,2026-03-02 15:29:27,0.821000,448,567505000,2026-03-02 15:29:27,0.822000,100,0.100000
451,567600947,2026-03-02 15:29:27,0.821000,450,567577988,2026-03-02 15:29:27,0.822000,100,0.100000
452,567626451,2026-03-02 15:29:27,0.820000,447,567504035,2026-03-02 15:29:27,0.821000,100,0.100000
454,567674557,2026-03-02 15:29:27,0.820000,453,567649920,2026-03-02 15:29:27,0.821000,100,0.100000
456,567721991,2026-03-02 15:29:27,0.820000,455,567698059,2026-03-02 15:29:27,0.821000,100,0.100000
458,567768796,2026-03-02 15:29:27,0.820000,457,567746925,2026-03-02 15:29:27,0.821000,100,0.100000
460,567832923,2026-03-02 15:29:27,0.820000,459,567808267,2026-03-02 15:29:27,0.821000,100,0.100000
463,567908520,2026-03-02 15:29:27,0.821000,462,567884864,2026-03-02 15:29:27,0.822000,100,0.100000
465,567957872,2026-03-02 15:29:27,0.821000,464,567933913,2026-03-02 15:29:27,0.822000,100,0.100000
467,568011339,2026-03-02 15:29:28,0.821000,466,567982312,2026-03-02 15:29:27,0.822000,100,0.100000
470,568112127,2026-03-02 15:29:28,0.822000,469,568085173,2026-03-02 15:29:28,0.823000,100,0.100000
472,568158161,2026-03-02 15:29:28,0.822000,471,568135192,2026-03-02 15:29:28,0.823000,100,0.100000
474,568206679,2026-03-02 15:29:28,0.822000,473,568183188,2026-03-02 15:29:28,0.823000,100,0.100000
476,568261668,2026-03-02 15:29:28,0.822000,475,568236159,2026-03-02 15:29:28,0.823000,100,0.100000
477,568286107,2026-03-02 15:29:28,0.821000,468,568035510,2026-03-02 15:29:28,0.822000,100,0.100000
478,568311062,2026-03-02 15:29:28,0.820000,461,567855911,2026-03-02 15:29:27,0.821000,100,0.100000
480,568362522,2026-03-02 15:29:28,0.820000,479,568334061,2026-03-02 15:29:28,0.821000,100,0.100000
482,568410937,2026-03-02 15:29:28,0.820000,481,568387455,2026-03-02 15:29:28,0.821000,100,0.100000
484,568461003,2026-03-02 15:29:28,0.820000,483,568437553,2026-03-02 15:29:28,0.821000,100,0.100000
486,568505913,2026-03-02 15:29:28,0.820000,485,568483961,2026-03-02 15:29:28,0.821000,100,0.100000
489,568592886,2026-03-02 15:29:28,0.821000,488,568570347,2026-03-02 15:29:28,0.822000,100,0.100000
491,568651101,2026-03-02 15:29:28,0.821000,490,568627399,2026-03-02 15:29:28,0.822000,100,0.100000
493,568697487,2026-03-02 15:29:28,0.821000,492,568674106,2026-03-02 15:29:28,0.822000,100,0.100000
495,568760608,2026-03-02 15:29:28,0.821000,494,568737394,2026-03-02 15:29:28,0.822000,100,0.100000
496,568787841,2026-03-02 15:29:28,0.820000,487,568538868,2026-03-02 15:29:28,0.821000,100,0.100000
498,568848491,2026-03-02 15:29:28,0.820000,497,568825422,2026-03-02 15:29:28,0.821000,100,0.100000
501,568950535,2026-03-02 15:29:28,0.821000,500,568927093,2026-03-02 15:29:28,0.822000,100,0.100000
503,569077610,2026-03-02 15:29:29,0.821000,502,569051060,2026-03-02 15:29:29,0.822000,100,0.100000
505,569145038,2026-03-02 15:29:29,0.821000,504,569121102,2026-03-02 15:29:29,0.822000,100,0.100000
506,569182007,2026-03-02 15:29:29,0.820000,499,568880985,2026-03-02 15:29:28,0.821000,100,0.100000
508,569248550,2026-03-02 15:29:29,0.820000,507,569226475,2026-03-02 15:29:29,0.821000,100,0.100000
510,569297003,2026-03-02 15:29:29,0.820000,509,569273983,2026-03-02 15:29:29,0.821000,100,0.100000
512,569380423,2026-03-02 15:29:29,0.820000,511,569358470,2026-03-02 15:29:29,0.821000,100,0.100000
