,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,930685.8475102704
Total Return [%],-6.931415248972961
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000126
Total Fees Paid,0.0
Max Drawdown [%],23.73143115009027
Max Drawdown Duration,329 days 00:00:00
Total Trades,42586
Total Closed Trades,42326
Total Open Trades,260
Open Trade PnL,8173.5897665956
Win Rate [%],64.88919340358173
Best Trade [%],170.15362734558482
Worst Trade [%],-34.518863890263596
Avg Winning Trade [%],9.823267972203915
Avg Losing Trade [%],-5.107776699627227
Avg Winning Trade Duration,11 days 09:10:43.713817586
Avg Losing Trade Duration,10 days 04:12:17.134720998
Profit Factor,0.9203272519386138
Expectancy,-2.005226600158963
Sharpe Ratio,-0.13692985096392316
Calmar Ratio,-0.2967828851134816
Omega Ratio,0.9798734038988796
Sortino Ratio,-0.17306941914811566
