日期,融资余额,融资余额占流通市值(%),融资余量,期间买入额,买入额占A股成交额(%),期间偿还额,期间净买入额,期间融资买入个股数,占融资标的比(%),融资余额日变化,融资余额变化率(%),融资余额_5日均,融资余额_20日均,净买入占买入比(%),偿还率(%)
2025-07-22,1919613386192.0,2.2369981819802875,201524094696.0,200909064029.0,10.417109486481378,185861288524.0,15047775505.0,4139,94.93119266055047,,,,,7.489844013621977,92.51015598637802
2025-07-23,1922272050009.0,2.244779616931857,202496667883.0,191835788635.0,10.105284905742948,189177124818.0,2658663817.0,4139,94.88766620816139,2658663817.0,0.13849996234263084,,,1.3859060584667844,98.61409394153323
2025-07-24,1928369010487.0,2.232977748908246,200612937480.0,195888537127.0,10.45362905204655,189791576649.0,6096960478.0,4145,95.02521779000459,6096960478.0,0.3171746932475683,,,3.1124641428340296,96.88753585716597
2025-07-25,1933840547766.0,2.244405587467009,201192442905.0,183615342895.0,10.114033329234665,178143805616.0,5471537279.0,4143,94.97936726272353,5471537279.0,0.28373912094854514,,,2.9798911097145546,97.02010889028546
2025-07-28,1953102689408.0,2.2602326620439763,202897810005.0,191516124268.0,10.84370605450634,172253982626.0,19262141642.0,4142,94.95644199908298,19262141642.0,0.9960563534698874,1931439536772.4,,10.057712746444958,89.94228725355504
2025-07-29,1968420934619.0,2.2686706087004307,202830662616.0,198060876426.0,10.827084789823738,182742631215.0,15318245211.0,4142,94.95644199908298,15318245211.0,0.7843031139157963,1941201046457.8,,7.734109576518631,92.26589042348137
2025-07-30,1970595207999.0,2.274202145176651,204156948004.0,194478886222.0,10.394513602479933,192304612842.0,2174273380.0,4144,94.9805179922072,2174273380.0,0.11045774517841611,1950865678055.8,,1.117999707957007,98.88200029204299
2025-07-31,1971027372294.0,2.3018518084703805,206521168885.0,204695069037.0,10.433783039534095,204262904742.0,432164295.0,4144,94.95875343721356,432164295.0,0.021930647818768634,1959397350417.2,,0.211125894254875,99.78887410574512
2025-08-01,1966274096589.0,2.301366210619757,206243132477.0,157521764770.0,9.724264004253845,162275040475.0,-4753275705.0,4142,94.91292392300642,-4753275705.0,-0.24115726507988322,1965884060181.8,,-3.0175358382635773,103.01753583826358
2025-08-04,1977604506950.0,2.298897320213901,208425402987.0,152420860642.0,10.039560931501166,141090450281.0,11330410361.0,4137,94.79835013748854,11330410361.0,0.5762375846101842,1970784423690.2,,7.433634945555394,92.56636505444462
2025-08-05,1986310763224.0,2.2883633779884938,207347229053.0,163559624890.0,10.122383119184867,154853368616.0,8706256274.0,4141,94.89000916590284,8706256274.0,0.44024253805061697,1974362389411.2,,5.322986207540696,94.6770137924593
2025-08-06,1995333573152.0,2.2861963339903477,206761592167.0,177211869132.0,10.073196095038492,168189059204.0,9022809928.0,4141,94.86827033218786,9022809928.0,0.45424966198919225,1979310062441.8,,5.0915381527177335,94.90846184728227
2025-08-07,1998918138180.0,2.288262995623778,205906110531.0,187044540405.0,10.096984073348992,183459975377.0,3584565028.0,4138,94.79954180985109,3584565028.0,0.17964740714193628,1984888215619.0,,1.9164232327971111,98.08357676720289
2025-08-08,1995359137248.0,2.2859784008199755,205705113890.0,166846100017.0,9.609273426634356,170405100949.0,-3559000932.0,4139,94.77902450194641,-3559000932.0,-0.17804635737811436,1990705223750.8,,-2.13310405915234,102.13310405915234
2025-08-11,2012200251252.0,2.288553994953973,205727646337.0,195156801636.0,10.549488079865478,178315687632.0,16841114004.0,4142,94.84772154797344,16841114004.0,0.8440141771785203,1997624372611.2,,8.629529620705451,91.37047037929455
2025-08-12,2020365299033.0,2.282705322169101,205698943873.0,193982211405.0,10.181668561540391,185817163624.0,8165047781.0,4142,94.82600732600733,8165047781.0,0.40577709777740445,2004435279773.0,,4.209173471042068,95.79082652895792
2025-08-13,2032060882664.0,2.277921783321732,203946605082.0,235502064256.0,10.82663222064551,223806480625.0,11695583631.0,4146,94.91758241758242,11695583631.0,0.5788846025319261,2011780741675.4,,4.966234019200121,95.03376598079988
2025-08-14,2041056942179.0,2.3038726365243942,205206215705.0,242760347671.0,10.52604530469855,233764288156.0,8996059515.0,4150,94.98741130693523,8996059515.0,0.4427061999838555,2020208502475.2,,3.7057367899274363,96.29426321007256
2025-08-15,2048598581023.0,2.2857995892998977,202702695752.0,247357247395.0,10.883188460953045,239815608551.0,7541638844.0,4143,94.82719157701992,7541638844.0,0.36949673907424874,2030856391230.2,,3.0488853362589787,96.95111466374102
2025-08-18,2088104906442.0,2.3016786565343086,203167961104.0,326631052158.0,11.62747988213592,287124726739.0,39506325419.0,4149,94.96452277409018,39506325419.0,1.9284561546104362,2046037322268.2,1986471413835.5,12.095091742805199,87.9049082571948
2025-08-19,2117510117716.0,2.332781525544051,205105428446.0,292561758093.0,11.079032790394283,263156546819.0,29405211274.0,4151,95.01029983978027,29405211274.0,1.408224806295988,2065466286004.8,1996366250411.7,10.050941539889374,89.94905846011063
2025-08-20,2132968592870.0,2.3273807286954384,204548641498.0,264376237807.0,10.797854713552702,248917762653.0,15458475154.0,4150,94.96567505720824,15458475154.0,0.7300307575707876,2085647828046.0,2006901077554.75,5.847149986787012,94.15285001321298
2025-08-21,2131951958780.0,2.325819795159719,204847050269.0,261154651591.0,10.614597049261027,262171285681.0,-1016634090.0,4150,94.96567505720824,-1016634090.0,-0.04766287198969543,2103826831366.2,2017080224969.4,-0.38928431249701534,100.38928431249701
2025-08-22,2140125817281.0,2.3010624203161796,202320950600.0,296622697297.0,11.502165105726167,288448838796.0,8173858501.0,4151,94.96682681308626,8173858501.0,0.38339787476624476,2122132278617.8,2027394488445.15,2.7556416199721037,97.24435838002789
2025-08-25,2172970075140.0,2.298336765170935,201975502547.0,374056436869.0,11.774080435100878,341212179010.0,32844257859.0,4151,94.96682681308626,32844257859.0,1.534688175517096,2139105312357.4,2038387857731.75,8.780562134933275,91.21943786506672
2025-08-26,2192159820082.0,2.322271315937414,203792975372.0,302909495725.0,11.17816898456945,283719750783.0,19189744942.0,4152,94.98970487302677,19189744942.0,0.8831113305029614,2154035252830.6,2049574802004.9,6.33514142436183,93.66485857563816
2025-08-27,2212354035708.0,2.3867823997154307,209728245756.0,363803618773.0,11.376726210647526,343609403147.0,20194215626.0,4153,95.01258293296729,20194215626.0,0.9212017956448326,2169912341398.2,2061662743390.35,5.550856171829462,94.44914382817053
2025-08-28,2228442267429.0,2.372024219479379,209964161432.0,336356324244.0,11.208551398643884,320268092523.0,16088231721.0,4153,94.99085086916743,16088231721.0,0.7271996914296475,2189210403128.0,2074533488147.1,4.783091787306266,95.21690821269372
2025-08-29,2245472004477.0,2.3796600553214935,211112072422.0,320543739915.0,11.325844612010224,303514002867.0,17029737048.0,4149,94.89935956084172,17029737048.0,0.7641991581701424,2210279640567.2,2088493383541.5,5.312765444277854,94.68723455572214
2025-09-01,2280828707411.0,2.4026456669484864,211948843908.0,323041211775.0,11.630032419265603,287684508841.0,35356702934.0,4151,94.94510521500457,35356702934.0,1.5745777664342375,2231851367021.4,2103654593564.55,10.944951184317047,89.05504881568295
2025-09-02,2272366315412.0,2.420804966360131,213699209767.0,314605233660.0,10.802181860694182,323067625659.0,-8462391999.0,4149,94.89935956084172,-8462391999.0,-0.37102268888073997,2247892666087.4,2117957371173.95,-2.689844634989598,102.6898446349896
2025-09-03,2273913824270.0,2.4525540039577267,217316704102.0,260289660467.0,10.864949212494151,258742151609.0,1547508858.0,4150,94.92223238792315,1547508858.0,0.06810120566849154,2260204623799.8,2131886383729.85,0.5945333576537498,99.40546664234625
2025-09-04,2264210524842.0,2.479729821851207,220554528513.0,266312139594.0,10.314608592734805,276015439022.0,-9703299428.0,4151,94.94510521500457,-9703299428.0,-0.42672239046328553,2267358275282.4,2145151003062.95,-3.6435813413511453,103.64358134135114
2025-09-05,2271306962960.0,2.4420583339471893,216526844084.0,257917732005.0,10.982890613322775,250821293887.0,7096438118.0,4151,94.92339355133775,7096438118.0,0.3134177692463158,2272525266979.0,2158948394348.55,2.751434755118903,97.2485652448811
2025-09-08,2297543008147.0,2.4546489585882223,216430176676.0,279395168699.0,11.34305822512055,253159123512.0,26236045187.0,4153,94.94741655235482,26236045187.0,1.1551078570555262,2275868127126.2,2173215532193.3,9.390300236459996,90.60969976354001
2025-09-09,2303494895787.0,2.4784789160246516,217605889028.0,235551251254.0,10.9452813522783,229599363614.0,5951887640.0,4157,95.03886602652035,5951887640.0,0.25905446030367596,2282093843201.2,2187372012031.0,2.5267909248259315,97.47320907517407
2025-09-10,2309268653182.0,2.47940885723546,216959218825.0,222387051866.0,11.097422610763308,216613294471.0,5773757395.0,4156,94.99428571428571,5773757395.0,0.25065205942327307,2289164808983.6,2201232400556.9,2.5962650912243737,97.40373490877563
2025-09-11,2323681749265.0,2.4461169130743134,215059895269.0,293727016334.0,11.917872384972386,279313920251.0,14413096083.0,4156,94.99428571428571,14413096083.0,0.6241411566878519,2301059053868.2,2215363640911.2,4.906969833040731,95.09303016695927
2025-09-12,2334963472694.0,2.4623352370747384,214167318255.0,296887761994.0,11.65037024166673,285606038565.0,11281723429.0,4156,94.99428571428571,11281723429.0,0.4855106957985411,2313790355815.0,2229681885494.75,3.7999961174647536,96.20000388253524
2025-09-15,2353299976157.0,2.481867149043015,215019383503.0,265438440116.0,11.524867012140023,247101936653.0,18336503463.0,4160,95.08571428571429,18336503463.0,0.7853015123120421,2324941749417.0,2242941638980.5,6.908006035217324,93.09199396478269
2025-09-16,2375811230187.0,2.495045453319926,214814907214.0,285096709002.0,12.044291479737389,262585454972.0,22511254030.0,4158,95.04,22511254030.0,0.9565824271481782,2339405016297.0,2255856694604.05,7.896006274082273,92.10399372591773
2025-09-17,2388521744398.0,2.494517018343421,215078647834.0,283718689145.0,11.80722758319831,271008174934.0,12710514211.0,4155,94.97142857142858,12710514211.0,0.5349968065434085,2355255634540.2,2268634352180.45,4.479970723572617,95.5200292764274
2025-09-18,2385759606674.0,2.5209559504140424,217368099958.0,372674762221.0,11.768763700083959,375436899945.0,-2762137724.0,4155,94.97142857142858,-2762137724.0,-0.1156421426967702,2367671206022.0,2281324734575.15,-0.7411657573855307,100.74116575738552
2025-09-19,2381609939994.0,2.5239253978878415,217366219800.0,258562817389.0,11.005421360012116,262712484069.0,-4149666680.0,4157,94.99542961608775,-4149666680.0,-0.1739348201047375,2377000499482.0,2293398940710.8,-1.6048969151496177,101.60489691514962
