factor,factor_label,start_date,end_date,hold_num,ascending,direction,initial_equity,final_equity,total_return,total_return_pct,rebalance_count_min,rebalance_count_max
alpha158.amount_mean_20_ratio,Alpha158 20日均成交额/典型价,20241101,20260424,260,False,因子值越大越好，每期选最大260只,1000000.0,1395131.611016437,0.3951316110164369,39.51316110164369,0,260
