factor,label,TopK,Precision@K,Recall@K,平均最大涨幅,平均最大回撤,盈亏比,IC均值,RankIC均值
blastoff.amount_anomaly_5,5日成交额异动,100,0.06261764705882353,0.11803483864480144,0.09295354725376881,-0.029843204483345747,3.114730769131791,-0.03088000061366328,-0.05226100310850695
blastoff.higher_lows_20,20日低点抬升,100,0.0685294117647059,0.12165420477095268,0.0963611624153648,-0.03568196748151965,2.7005563094375895,-0.06156953886214855,-0.06694485827238997
blastoff.ma_alignment,5/10/20/60均线粘合,100,0.02687323943661972,0.04818662350539797,0.06801704986828531,-0.016755665597336145,4.05934634307209,0.0443533322923151,0.05575611237819477
blastoff.range_squeeze_20,20日布林带收窄,100,0.011470588235294118,0.021611873729382034,0.050525542576112706,-0.012771525204060047,3.9561087472975207,0.04490016456458073,0.07354917920534969
blastoff.vol_shrink_20,20日缩量盘整,100,0.0405,0.06830729461459407,0.0842519323383582,-0.02058173323793493,4.093529508149996,0.03892213229848942,0.053311367356540115
