,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,513580.8359837281
Total Return [%],-48.64191640162719
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000182
Total Fees Paid,0.0
Max Drawdown [%],77.16378462572968
Max Drawdown Duration,342 days 00:00:00
Total Trades,36668
Total Closed Trades,36408
Total Open Trades,260
Open Trade PnL,-5512.730420370921
Win Rate [%],59.558338826631505
Best Trade [%],53.29610228926022
Worst Trade [%],-28.60780151072899
Avg Winning Trade [%],3.084698963794125
Avg Losing Trade [%],-2.926671450161016
Avg Winning Trade Duration,4 days 22:22:42.700608743
Avg Losing Trade Duration,7 days 01:13:47.412356222
Profit Factor,0.6661351984070094
Expectancy,-13.767424204543595
Sharpe Ratio,-0.7162974170685001
Calmar Ratio,-0.6377435320242587
Omega Ratio,0.8742514532820844
Sortino Ratio,-0.955411387510957
