factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha158.price_range_position_20,-0.013228435301476715,-0.9388320706395918,-0.028947736721135965,-1.7483798997563484,0.00882703428503513,0.647887323943662
