,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1363995.903397734
Total Return [%],36.39959033977341
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000003
Total Fees Paid,0.0
Max Drawdown [%],12.992607738069156
Max Drawdown Duration,50 days 00:00:00
Total Trades,1770
Total Closed Trades,1757
Total Open Trades,13
Open Trade PnL,11411.083899154735
Win Rate [%],63.40352874217417
Best Trade [%],52.85045297271892
Worst Trade [%],-18.30712479042728
Avg Winning Trade [%],4.442718813293238
Avg Losing Trade [%],-3.624074944160862
Avg Winning Trade Duration,10 days 00:55:35.008976660
Avg Losing Trade Duration,11 days 05:13:43.824451410
Profit Factor,1.62758818150248
Expectancy,198.16842687263875
Sharpe Ratio,1.9256487259610666
Calmar Ratio,2.8561685496042264
Omega Ratio,1.3848272844371468
Sortino Ratio,2.757742261939351
