,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1381409.051771332
Total Return [%],38.1409051771332
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000193
Total Fees Paid,0.0
Max Drawdown [%],14.99076276092792
Max Drawdown Duration,59 days 00:00:00
Total Trades,48331
Total Closed Trades,48071
Total Open Trades,260
Open Trade PnL,-17733.614385707126
Win Rate [%],63.204426785379965
Best Trade [%],128.45625692915127
Worst Trade [%],-30.93863242727316
Avg Winning Trade [%],3.9598057554564163
Avg Losing Trade [%],-2.8648619812825125
Avg Winning Trade Duration,4 days 07:52:54.393575354
Avg Losing Trade Duration,5 days 11:42:26.583850931
Profit Factor,1.3078325717872448
Expectancy,7.837816480031222
Sharpe Ratio,1.520728530794269
Calmar Ratio,2.5941904201436516
Omega Ratio,1.2565626915060866
Sortino Ratio,1.9889337536762495
