,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1167161.0269021492
Total Return [%],16.716102690214914
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000024
Total Fees Paid,0.0
Max Drawdown [%],12.777988372947908
Max Drawdown Duration,58 days 00:00:00
Total Trades,42845
Total Closed Trades,42585
Total Open Trades,260
Open Trade PnL,-22787.040727891967
Win Rate [%],57.50146765292944
Best Trade [%],66.11371975190164
Worst Trade [%],-26.998243863331112
Avg Winning Trade [%],3.799091146259466
Avg Losing Trade [%],-3.2807291179528115
Avg Winning Trade Duration,4 days 07:02:13.932290603
Avg Losing Trade Duration,6 days 04:43:26.159704334
Profit Factor,1.1732999577158036
Expectancy,4.114539327291052
Sharpe Ratio,0.8008207825226399
Calmar Ratio,1.3318229862519384
Omega Ratio,1.1299830264497284
Sortino Ratio,1.0372093895382848
