,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1110557.8649914605
Total Return [%],11.05578649914604
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000246
Total Fees Paid,0.0
Max Drawdown [%],20.813712417949866
Max Drawdown Duration,165 days 00:00:00
Total Trades,47529
Total Closed Trades,47269
Total Open Trades,260
Open Trade PnL,-13521.498214219406
Win Rate [%],58.95407137870487
Best Trade [%],61.81818181818184
Worst Trade [%],-30.534761538786952
Avg Winning Trade [%],3.8867950662810826
Avg Losing Trade [%],-3.312213042611021
Avg Winning Trade Duration,3 days 20:32:10.024760469
Avg Losing Trade Duration,5 days 05:06:01.360772784
Profit Factor,1.0921597987916214
Expectancy,2.0956217655008444
Sharpe Ratio,0.5360842913784661
Calmar Ratio,0.5405374421245447
Omega Ratio,1.0830766472186861
Sortino Ratio,0.6925256049198276
