level_idx,level_px,qty,avg_cost,unrealized_pnl
-30,0.890000,0,0.000000,0.000000
-29,0.891000,0,0.000000,0.000000
-28,0.892000,0,0.000000,0.000000
-27,0.893000,0,0.000000,0.000000
-26,0.894000,0,0.000000,0.000000
-25,0.895000,0,0.000000,0.000000
-24,0.896000,0,0.000000,0.000000
-23,0.897000,0,0.000000,0.000000
-22,0.898000,0,0.000000,0.000000
-21,0.899000,0,0.000000,0.000000
-20,0.900000,0,0.000000,0.000000
-19,0.901000,0,0.000000,0.000000
-18,0.902000,0,0.000000,0.000000
-17,0.903000,0,0.000000,0.000000
-16,0.904000,0,0.000000,0.000000
-15,0.905000,0,0.000000,0.000000
-14,0.906000,0,0.000000,0.000000
-13,0.907000,0,0.000000,0.000000
-12,0.908000,0,0.000000,0.000000
-11,0.909000,0,0.000000,0.000000
-10,0.910000,0,0.000000,0.000000
-9,0.911000,0,0.000000,0.000000
-8,0.912000,0,0.000000,0.000000
-7,0.913000,0,0.000000,0.000000
-6,0.914000,0,0.000000,0.000000
-5,0.915000,0,0.000000,0.000000
-4,0.916000,0,0.000000,0.000000
-3,0.917000,0,0.000000,0.000000
-2,0.918000,0,0.000000,0.000000
-1,0.919000,0,0.000000,0.000000
0,0.920000,0,0.000000,0.000000
1,0.921000,0,0.000000,0.000000
2,0.922000,0,0.000000,0.000000
3,0.923000,0,0.000000,0.000000
4,0.924000,0,0.000000,0.000000
5,0.925000,0,0.000000,0.000000
6,0.926000,0,0.000000,0.000000
7,0.927000,0,0.000000,0.000000
8,0.928000,100,0.928000,-0.000000
9,0.929000,0,0.000000,0.000000
10,0.930000,0,0.000000,0.000000
