,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1170016.2460269867
Total Return [%],17.001624602698673
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000125
Total Fees Paid,0.0
Max Drawdown [%],14.356025327422383
Max Drawdown Duration,58 days 00:00:00
Total Trades,43747
Total Closed Trades,43487
Total Open Trades,260
Open Trade PnL,-15469.10647189714
Win Rate [%],61.321774323361
Best Trade [%],76.49286595285473
Worst Trade [%],-32.19300126728293
Avg Winning Trade [%],3.81864285767271
Avg Losing Trade [%],-3.1289813893883673
Avg Winning Trade Duration,3 days 23:33:42.139723253
Avg Losing Trade Duration,5 days 02:53:50.813673567
Profit Factor,1.1540315819924039
Expectancy,3.925333053635274
Sharpe Ratio,0.8329749118975406
Calmar Ratio,1.20570067054301
Omega Ratio,1.1376143537378043
Sortino Ratio,1.0794364042411386
