factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率
alpha101.alpha014,0.02459651227160282,2.6188308677014205,0.030633402612190132,2.4082203659819665,0.014211802268321813,0.6164383561643836
