,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,878086.054109831
Total Return [%],-12.191394589016898
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000104
Total Fees Paid,0.0
Max Drawdown [%],26.61974818602644
Max Drawdown Duration,329 days 00:00:00
Total Trades,41324
Total Closed Trades,41064
Total Open Trades,260
Open Trade PnL,-33449.804681422276
Win Rate [%],50.13880771478667
Best Trade [%],133.82094556245207
Worst Trade [%],-45.12271757238707
Avg Winning Trade [%],8.21322718995768
Avg Losing Trade [%],-7.232259428908663
Avg Winning Trade Duration,17 days 18:54:30.056826460
Avg Losing Trade Duration,22 days 14:41:53.759670943
Profit Factor,0.88691943689688
Expectancy,-2.203741128928737
Sharpe Ratio,-0.31965769130147065
Calmar Ratio,-0.4651428316308084
Omega Ratio,0.9546061624534412
Sortino Ratio,-0.40527681542512445
