,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1105982.0108169434
Total Return [%],10.59820108169434
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.0000000000021
Total Fees Paid,0.0
Max Drawdown [%],19.713263144353323
Max Drawdown Duration,98 days 00:00:00
Total Trades,40804
Total Closed Trades,40544
Total Open Trades,260
Open Trade PnL,-22288.61889082991
Win Rate [%],53.84767166535123
Best Trade [%],71.02141132818953
Worst Trade [%],-28.72504688756336
Avg Winning Trade [%],4.20213679628727
Avg Losing Trade [%],-3.9849304456191037
Avg Winning Trade Duration,4 days 23:57:57.317698790
Avg Losing Trade Duration,7 days 10:53:57.959514170
Profit Factor,1.1268569230326457
Expectancy,2.9119886786519196
Sharpe Ratio,0.5339575939860676
Calmar Ratio,0.5470711624560456
Omega Ratio,1.0868052024901227
Sortino Ratio,0.6959207207916086
