,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,853590.5943722449
Total Return [%],-14.640940562775508
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000153
Total Fees Paid,0.0
Max Drawdown [%],25.68481725667402
Max Drawdown Duration,327 days 00:00:00
Total Trades,40287
Total Closed Trades,40027
Total Open Trades,260
Open Trade PnL,11741.716837757407
Win Rate [%],62.150548379843606
Best Trade [%],201.18743817290442
Worst Trade [%],-37.14274406424985
Avg Winning Trade [%],12.004451301867288
Avg Losing Trade [%],-6.136350440555681
Avg Winning Trade Duration,18 days 08:58:57.918559311
Avg Losing Trade Duration,14 days 20:49:31.792828685
Profit Factor,0.8029170624196783
Expectancy,-4.070919594007471
Sharpe Ratio,-0.43822736139132534
Calmar Ratio,-0.5788042025412212
Omega Ratio,0.9359304118592181
Sortino Ratio,-0.5524258300704183
