,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,942474.1114728793
Total Return [%],-5.752588852712073
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000155
Total Fees Paid,0.0
Max Drawdown [%],17.32157519734861
Max Drawdown Duration,164 days 00:00:00
Total Trades,43446
Total Closed Trades,43186
Total Open Trades,260
Open Trade PnL,-17463.716312924964
Win Rate [%],56.05057194461168
Best Trade [%],60.98790322580643
Worst Trade [%],-29.091260010615965
Avg Winning Trade [%],4.319227968348901
Avg Losing Trade [%],-3.8561184880634785
Avg Winning Trade Duration,4 days 13:48:48.364868214
Avg Losing Trade Duration,6 days 01:48:25.205946608
Profit Factor,0.9669124496385596
Expectancy,-1.2458741353243887
Sharpe Ratio,-0.10784739574180008
Calmar Ratio,-0.3374904513598397
Omega Ratio,0.9840223916531713
Sortino Ratio,-0.13636106011500934
