,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,911899.0194913349
Total Return [%],-8.810098050866506
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000186
Total Fees Paid,0.0
Max Drawdown [%],23.155016695834803
Max Drawdown Duration,329 days 00:00:00
Total Trades,47195
Total Closed Trades,46935
Total Open Trades,260
Open Trade PnL,5652.183206964898
Win Rate [%],66.94790667945031
Best Trade [%],181.44416179667147
Worst Trade [%],-31.843204789661574
Avg Winning Trade [%],8.980621382056402
Avg Losing Trade [%],-3.939757926100243
Avg Winning Trade Duration,6 days 16:34:33.248042772
Avg Losing Trade Duration,5 days 10:30:13.037520391
Profit Factor,0.9294407160644551
Expectancy,-2.3448007052054507
Sharpe Ratio,-0.20398691301923552
Calmar Ratio,-0.38654898697386036
Omega Ratio,0.9711813862606457
Sortino Ratio,-0.2613125585650872
