,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1163855.6652075506
Total Return [%],16.38556652075506
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000202
Total Fees Paid,0.0
Max Drawdown [%],18.539612054865973
Max Drawdown Duration,129 days 00:00:00
Total Trades,46974
Total Closed Trades,46714
Total Open Trades,260
Open Trade PnL,-10408.01753433339
Win Rate [%],65.49856574046325
Best Trade [%],138.76654886528058
Worst Trade [%],-28.032367450956897
Avg Winning Trade [%],5.45865203678775
Avg Losing Trade [%],-3.1453081109748195
Avg Winning Trade Duration,4 days 17:06:55.452495342
Avg Losing Trade Duration,4 days 19:29:57.621295072
Profit Factor,1.1355326024937906
Expectancy,3.338990776100097
Sharpe Ratio,0.7795606113259109
Calmar Ratio,0.8997543642205953
Omega Ratio,1.126964757608766
Sortino Ratio,1.0116785788989346
