,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1435663.606996595
Total Return [%],43.566360699659505
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000082
Total Fees Paid,0.0
Max Drawdown [%],16.546695413872513
Max Drawdown Duration,111 days 00:00:00
Total Trades,43055
Total Closed Trades,42795
Total Open Trades,260
Open Trade PnL,-61257.73243851252
Win Rate [%],56.623437317443624
Best Trade [%],126.9645610453088
Worst Trade [%],-40.93016930961954
Avg Winning Trade [%],5.898149727170718
Avg Losing Trade [%],-4.591275831017709
Avg Winning Trade Duration,15 days 13:49:27.712116210
Avg Losing Trade Duration,22 days 22:01:28.118704646
Profit Factor,1.8912576141895527
Expectancy,11.543231282203806
Sharpe Ratio,1.6530784795419855
Calmar Ratio,2.6855326074753374
Omega Ratio,1.2758602676705584
Sortino Ratio,2.2029216049668183
