factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha191.alpha098,0.019265800966044036,1.4070013551263059,0.030318550258414883,1.9277645747929888,0.0019511033970455404,0.5555555555555556,0.5,0.003641416656591256,0.0016722460401175235
