,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1308308.8350354289
Total Return [%],30.83088350354289
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000102
Total Fees Paid,0.0
Max Drawdown [%],14.431434046272425
Max Drawdown Duration,42 days 00:00:00
Total Trades,40797
Total Closed Trades,40537
Total Open Trades,260
Open Trade PnL,-2820.380712541315
Win Rate [%],63.32979746897895
Best Trade [%],103.84894698620182
Worst Trade [%],-31.80360813763311
Avg Winning Trade [%],4.9922357811096
Avg Losing Trade [%],-3.185103006734609
Avg Winning Trade Duration,5 days 01:42:25.465877220
Avg Losing Trade Duration,5 days 22:45:15.979240644
Profit Factor,1.3050179306505951
Expectancy,7.295442188105291
Sharpe Ratio,1.3758650185311763
Calmar Ratio,2.1771792466962645
Omega Ratio,1.2478554385322738
Sortino Ratio,1.7966500224189466
