,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1129133.8735576384
Total Return [%],12.913387355763842
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000122
Total Fees Paid,0.0
Max Drawdown [%],22.208267229786966
Max Drawdown Duration,134 days 00:00:00
Total Trades,40071
Total Closed Trades,39811
Total Open Trades,260
Open Trade PnL,-11075.936503220095
Win Rate [%],52.02079827183442
Best Trade [%],138.8780457648493
Worst Trade [%],-42.53945673679873
Avg Winning Trade [%],7.043287828149902
Avg Losing Trade [%],-6.194222500359771
Avg Winning Trade Duration,9 days 22:05:41.400289715
Avg Losing Trade Duration,14 days 19:27:26.573184181
Profit Factor,1.1836922387968642
Expectancy,3.461470993287115
Sharpe Ratio,0.5807854436761833
Calmar Ratio,0.5917982597190752
Omega Ratio,1.0898720023328303
Sortino Ratio,0.7635081294297889
