factor,IC均值,ICIR,RankIC均值,RankICIR,RR均值,RR胜率,单调性指标,G1平均收益,G5平均收益
alpha158.volume_position_10,-0.0232739501129909,-2.050941923636587,-0.035241173011772785,-2.4570693042543,-0.0025989373464807993,0.4794520547945205,0.75,0.002161121511598352,0.004800135963139998
