,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,695836.9630778297
Total Return [%],-30.416303692217028
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000328
Total Fees Paid,0.0
Max Drawdown [%],33.3178466942893
Max Drawdown Duration,329 days 00:00:00
Total Trades,43909
Total Closed Trades,43649
Total Open Trades,260
Open Trade PnL,7578.9153162068915
Win Rate [%],60.59932644505028
Best Trade [%],231.48260385333188
Worst Trade [%],-41.03991099992907
Avg Winning Trade [%],11.882194680435463
Avg Losing Trade [%],-5.827568663119933
Avg Winning Trade Duration,15 days 12:14:27.233752977
Avg Losing Trade Duration,11 days 09:52:54.384236453
Profit Factor,0.701784751876184
Expectancy,-7.347072381542212
Sharpe Ratio,-1.0821226089051261
Calmar Ratio,-0.9255329056700509
Omega Ratio,0.8581066964519766
Sortino Ratio,-1.3575429010526099
