date,G1,G2,G3,G4,G5
2024-12-09,1023453.9169497786,1011414.8559050652,1011386.6016596997,1003605.492864382,1016277.316855941
2024-12-10,1035497.6119034764,1015765.1489381427,1014734.8343674329,1005556.0402710777,1020699.4555257732
2024-12-11,1060991.691768106,1037195.7469830175,1033393.5673164339,1024537.682539771,1035017.4091323527
2024-12-12,1076164.270307764,1050948.8227217167,1047910.8223251274,1043575.4791922071,1052200.7527794065
2024-12-13,1063574.8247485564,1031204.4319260787,1027621.1520202525,1023692.4974570409,1039763.7179147233
2024-12-16,1055500.4008499077,1028683.8231218315,1027950.4546019227,1022957.7468108095,1043243.8947557444
2024-12-17,1009314.5198687179,989210.4212644147,994376.5843902158,987632.2888062339,1008383.3418141351
2024-12-18,1012485.3664372693,994553.0705900809,1000020.1810806678,993138.9678664111,1010625.7039354306
2024-12-19,1003788.9297658296,989827.3046880987,995558.3857774792,991027.5136842631,1008262.3111379392
2024-12-20,1009665.1764571603,994217.5055549477,994810.2900806076,996236.3956327398,1014730.819555178
2024-12-23,959236.2222663065,952521.6800325359,957599.6793998507,963229.4948892954,981833.897399681
2024-12-24,962677.0354642161,961996.253466071,970255.0172181218,977077.7607820616,995519.5958706423
2024-12-25,934088.8397053964,945820.4251079616,954951.1310796551,963293.6501500293,979444.8758142557
2024-12-26,954198.5741949889,954227.5858155943,962034.0295070464,970465.9660705538,985147.1719100963
2024-12-27,962179.7032559008,967418.2669066834,975879.6380381916,984088.2783383208,1000141.0645181442
2024-12-30,947935.5474147807,955003.7157110645,969095.8826141687,974135.3225884576,992244.5016767957
2024-12-31,921197.8273307154,932089.8217249236,949754.1713609537,956373.9223328958,976036.2134660766
2025-01-02,912779.6949652912,919564.0076886168,934152.0561602415,939736.9353584929,961323.4836069021
2025-01-03,866253.0361720035,883251.5040649212,902769.1155613003,910837.5887761499,932060.2162833381
2025-01-06,853415.368415726,877143.8471796474,899222.8588658678,915134.7967477859,935693.4401055254
2025-01-07,874079.4698043986,891036.3305323657,911341.1209867884,925034.3565093628,944640.8216354708
2025-01-08,878661.7341987117,890272.4915650196,907915.8047864934,921369.582815,943079.0168037026
2025-01-09,883932.1392364396,893347.108519483,906016.4144353814,918686.3435023596,937759.2990526932
2025-01-10,849749.9188920314,868796.4110084082,879921.4585736124,898153.148222064,918537.2940322288
2025-01-13,843283.4369429754,870654.4447516794,881646.3249355104,900828.5557568038,919136.699837481
2025-01-14,891073.320991982,908814.695388999,914298.7529648356,935472.2385897579,950783.8579661667
2025-01-15,895093.5257559038,905797.8695833855,911683.1491528963,932275.0261774514,951661.3332997425
2025-01-16,908282.0665467896,915239.4721027116,919847.7101978357,939870.3459219332,957888.9116389494
2025-01-17,899182.005153692,913731.1910283992,921142.8434555313,940490.2986694062,962711.2848601715
2025-01-20,906589.1527324643,919049.8866916002,929005.8687821119,947218.0906261374,974258.9147806613
2025-01-21,902017.6601932311,915433.9102529252,924527.2859018733,940404.5521450214,969041.4080827886
2025-01-22,887854.4383475871,903806.1361614224,914791.836540202,931503.383568764,959659.8426849974
2025-01-23,884808.5105876325,899598.7484370762,914375.1620793681,929846.4494613647,962412.5051258033
2025-01-24,891900.6884126842,907249.8287698408,920648.4213481297,934817.8058537855,967836.2203862129
2025-01-27,873903.9913961937,901889.2971242177,918292.977373823,936503.4498356421,970543.9850053833
2025-02-05,888725.1692628205,908552.4012199955,922479.7885739455,935177.2573905252,967698.1014947653
2025-02-06,913582.608805218,924930.7353768391,937007.5633177083,946446.4251874086,978960.2117580565
2025-02-07,931419.1959120443,940585.7518211333,949218.7834624387,957605.5158993897,988514.337298272
2025-02-10,954630.0404458292,955702.7297013324,961890.4461326362,971309.255995583,1000454.035577334
2025-02-11,957270.1251410511,954080.1008467304,962051.7566874543,968230.8904391984,1000266.0383435108
2025-02-12,971692.2538378786,964531.6060035488,968991.5340382123,972052.3761933309,1004200.9258950903
2025-02-13,968341.3354946595,960881.8584509875,963388.9668832935,965973.7323815618,995755.2560394817
2025-02-14,959735.4310734505,959768.6467503711,963006.9121165201,966045.2734660916,996982.2504341002
2025-02-17,974207.9785893684,970121.1789398304,972336.7702775873,974406.6482651696,1006627.6220821437
2025-02-18,945554.3723613755,944846.1825459638,952515.8772633375,955267.1848120852,989861.9250304446
2025-02-19,966233.4447500497,961580.2402516376,964576.3328601163,966165.3474943201,1002119.2940243591
2025-02-20,972490.8250626732,971221.1338849303,969239.2919431408,972231.9416400187,1009856.1865512041
2025-02-21,980161.8282245655,974345.864918222,970177.9471997349,969312.8360016082,1006931.9231844525
2025-02-24,983891.9996225382,984044.7576919463,977888.3814403522,977038.2229588203,1011838.576224344
2025-02-25,982403.6080347524,977018.7766066698,971049.2898475042,970123.0524370653,1005892.3434189254
2025-02-26,998600.6963283839,991138.8575138418,986341.3968568404,983754.6492324449,1019951.1988375924
2025-02-27,994987.4375979902,992108.9334635611,990247.2846272019,986629.1903373266,1023575.5920361612
2025-02-28,957837.5923629998,967286.8410907018,969918.9109633268,969254.609737838,1004203.5361229654
2025-03-03,957037.3210747921,967154.9575492163,972837.2211789996,972628.1568922393,1006635.7430848955
2025-03-04,967519.1706032391,977899.2440834086,981166.7155916591,980455.1102090059,1014891.3560931247
2025-03-05,978094.2667851147,981209.6687535932,978806.6449281386,975885.4094390642,1009062.732449803
2025-03-06,1003424.3196593667,994702.7446479967,988544.9085613585,984966.4765705282,1017015.654653729
2025-03-07,993920.9778694224,991569.584825087,985973.8063766931,982621.2250372524,1014490.0113552093
2025-03-10,994586.0876606337,995401.8144150806,993649.0696776364,990891.4195682959,1023233.2460820131
2025-03-11,1000232.3485547066,1002030.1295373271,999497.8167725349,996626.7307539539,1029361.1352241988
2025-03-12,1009551.1703894283,1010635.7044314996,1005928.9635427318,1000776.1273243863,1032489.5136866771
