,value
Start,2024-11-01 00:00:00
End,2026-04-24 00:00:00
Period,359 days 00:00:00
Start Value,1000000.0
End Value,1342645.6000240128
Total Return [%],34.26456000240128
Benchmark Return [%],52.06884984566336
Max Gross Exposure [%],100.00000000000209
Total Fees Paid,0.0
Max Drawdown [%],15.27168395620954
Max Drawdown Duration,60 days 00:00:00
Total Trades,47202
Total Closed Trades,46942
Total Open Trades,260
Open Trade PnL,-18048.975003301337
Win Rate [%],61.224489795918366
Best Trade [%],105.4133023990546
Worst Trade [%],-36.29916881962309
Avg Winning Trade [%],4.0103879978713834
Avg Losing Trade [%],-3.346353777432055
Avg Winning Trade Duration,4 days 08:39:49.979123173
Avg Losing Trade Duration,5 days 23:41:37.799565483
Profit Factor,1.2931642020532885
Expectancy,7.317353253625253
Sharpe Ratio,1.3866902562638683
Calmar Ratio,2.2870667210240563
Omega Ratio,1.2277621321073047
Sortino Ratio,1.808693395287997
