signal,annual_return,sharpe,max_drawdown,excess_return,ic_periods
score_equal_weight,0.5973295837129917,8.748741916072658,-0.08859855011251888,0.3106675565391571,363
score_ic_weighted,1.0738956182315613,12.563629188444603,-0.07627711634110686,0.5726364750265488,363
score_rule_based,0.5973295837129917,8.748741916072658,-0.08859855011251888,0.3106675565391571,363
