signal,annual_return,sharpe,max_drawdown,excess_return,ic_periods
score_equal_weight,-0.06395036238099638,-0.9684539114822134,-0.19992175637016163,-0.22343786987104752,363
score_ic_weighted,-0.12516981391139825,-1.7800983982995193,-0.30237030857311165,-0.2905183815020008,363
score_rule_based,-0.10478630981277037,-1.6086491665028195,-0.22489119567504884,-0.26793525142445246,363
