datetime,benchmark,score_equal_weight,score_ic_weighted,score_rule_based
2024-11-01,0.0,0.002763464328092269,0.0023585300707946733,0.0023585300707946733
2024-11-04,0.0,0.002763464328092269,0.0023585300707946733,0.0023585300707946733
2024-11-05,0.0,0.002763464328092269,0.0023585300707946733,0.0023585300707946733
2024-11-06,0.0,0.002763464328092269,0.0023585300707946733,0.0023585300707946733
2024-11-07,0.0,0.002763464328092269,0.0023585300707946733,0.0023585300707946733
2024-11-08,0.0,0.002763464328092269,0.0023585300707946733,0.0023585300707946733
2024-11-11,0.0,0.002763464328092269,0.0023585300707946733,0.0023585300707946733
2024-11-12,0.0,0.002763464328092269,0.0023585300707946733,0.0023585300707946733
2024-11-13,0.0,0.002763464328092269,0.0023585300707946733,0.0023585300707946733
2024-11-14,0.0,0.002763464328092269,0.0023585300707946733,0.0023585300707946733
2024-11-15,0.0,0.002763464328092269,0.0023585300707946733,0.0023585300707946733
2024-11-18,0.0,0.002763464328092269,0.0023585300707946733,0.0023585300707946733
2024-11-19,0.0,0.002763464328092269,0.0023585300707946733,0.0023585300707946733
2024-11-20,0.0,0.002763464328092269,0.0023585300707946733,0.0023585300707946733
2024-11-21,0.0,0.0005143283782289565,-0.0011300888431073908,-0.0009121497483356444
2024-11-22,0.0,0.0005143283782289565,-0.0011300888431073908,-0.0009121497483356444
2024-11-25,0.0,0.0005143283782289565,-0.0011300888431073908,-0.0009121497483356444
2024-11-26,0.0,0.0005143283782289565,-0.0011300888431073908,-0.0009121497483356444
2024-11-27,0.0,0.0005143283782289565,-0.0011300888431073908,-0.0009121497483356444
2024-11-28,0.0,0.0005143283782289565,-0.0011300888431073908,-0.0009121497483356444
2024-11-29,0.0,0.0005143283782289565,-0.0011300888431073908,-0.0009121497483356444
2024-12-02,0.0,0.0005143283782289565,-0.0011300888431073908,-0.0009121497483356444
2024-12-03,0.0,0.0005143283782289565,-0.0011300888431073908,-0.0009121497483356444
2024-12-04,0.0,0.0005143283782289565,-0.0011300888431073908,-0.0009121497483356444
2024-12-05,0.0,0.0005143283782289565,-0.0011300888431073908,-0.0009121497483356444
2024-12-06,0.0,0.0005143283782289565,-0.0011300888431073908,-0.0009121497483356444
2024-12-09,0.0,0.0005143283782289565,-0.0011300888431073908,-0.0009121497483356444
2024-12-10,0.0,0.0005143283782289565,-0.0011300888431073908,-0.0009121497483356444
2024-12-11,0.0,-0.000331066808835101,-0.0032345000589215633,-0.003106410848395469
2024-12-12,0.0,-0.000331066808835101,-0.0032345000589215633,-0.003106410848395469
2024-12-13,0.0,-0.000331066808835101,-0.0032345000589215633,-0.003106410848395469
2024-12-16,0.0,-0.000331066808835101,-0.0032345000589215633,-0.003106410848395469
2024-12-17,0.0,-0.000331066808835101,-0.0032345000589215633,-0.003106410848395469
2024-12-18,0.0,-0.000331066808835101,-0.0032345000589215633,-0.003106410848395469
2024-12-19,0.0,-0.000331066808835101,-0.0032345000589215633,-0.003106410848395469
2024-12-20,0.0,-0.000331066808835101,-0.0032345000589215633,-0.003106410848395469
2024-12-23,0.0,-0.000331066808835101,-0.0032345000589215633,-0.003106410848395469
2024-12-24,0.0,-0.000331066808835101,-0.0032345000589215633,-0.003106410848395469
2024-12-25,0.0,-0.000331066808835101,-0.0032345000589215633,-0.003106410848395469
2024-12-26,0.0,-0.000331066808835101,-0.0032345000589215633,-0.003106410848395469
2024-12-27,0.0,-0.000331066808835101,-0.0032345000589215633,-0.003106410848395469
2024-12-30,0.0,-0.000331066808835101,-0.0032345000589215633,-0.003106410848395469
2024-12-31,0.0,-0.0013189019891305387,-0.0014825071424967584,-0.0012890137666673462
2025-01-02,0.0,-0.0013189019891305387,-0.0014825071424967584,-0.0012890137666673462
2025-01-03,0.0,-0.0013189019891305387,-0.0014825071424967584,-0.0012890137666673462
2025-01-06,0.0,-0.0013189019891305387,-0.0014825071424967584,-0.0012890137666673462
2025-01-07,0.0,-0.0013189019891305387,-0.0014825071424967584,-0.0012890137666673462
2025-01-08,0.0,-0.0013189019891305387,-0.0014825071424967584,-0.0012890137666673462
2025-01-09,0.0,-0.0013189019891305387,-0.0014825071424967584,-0.0012890137666673462
2025-01-10,0.0,-0.0013189019891305387,-0.0014825071424967584,-0.0012890137666673462
2025-01-13,0.0,-0.0013189019891305387,-0.0014825071424967584,-0.0012890137666673462
2025-01-14,0.0,-0.0013189019891305387,-0.0014825071424967584,-0.0012890137666673462
2025-01-15,0.0,-0.0013189019891305387,-0.0014825071424967584,-0.0012890137666673462
2025-01-16,0.0,-0.0013189019891305387,-0.0014825071424967584,-0.0012890137666673462
2025-01-17,0.0,-0.0013189019891305387,-0.0014825071424967584,-0.0012890137666673462
2025-01-20,0.0,-0.0013189019891305387,-0.0014825071424967584,-0.0012890137666673462
2025-01-21,0.0,0.000595659642085522,0.002031400460673849,0.0020032060447485733
2025-01-22,0.0,0.000595659642085522,0.002031400460673849,0.0020032060447485733
2025-01-23,0.0,0.000595659642085522,0.002031400460673849,0.0020032060447485733
2025-01-24,0.0,0.000595659642085522,0.002031400460673849,0.0020032060447485733
2025-01-27,0.0,0.000595659642085522,0.002031400460673849,0.0020032060447485733
2025-02-05,0.0,0.000595659642085522,0.002031400460673849,0.0020032060447485733
2025-02-06,0.0,0.000595659642085522,0.002031400460673849,0.0020032060447485733
2025-02-07,0.0,0.000595659642085522,0.002031400460673849,0.0020032060447485733
2025-02-10,0.0,0.000595659642085522,0.002031400460673849,0.0020032060447485733
2025-02-11,0.0,0.000595659642085522,0.002031400460673849,0.0020032060447485733
2025-02-12,0.0,0.000595659642085522,0.002031400460673849,0.0020032060447485733
2025-02-13,0.0,0.000595659642085522,0.002031400460673849,0.0020032060447485733
2025-02-14,0.0,0.000595659642085522,0.002031400460673849,0.0020032060447485733
2025-02-17,0.0,0.000595659642085522,0.002031400460673849,0.0020032060447485733
2025-02-18,0.0,0.0007379012972734689,0.0011910954974327925,0.0011007920327279486
2025-02-19,0.0,0.0007379012972734689,0.0011910954974327925,0.0011007920327279486
2025-02-20,0.0,0.0007379012972734689,0.0011910954974327925,0.0011007920327279486
2025-02-21,0.0,0.0007379012972734689,0.0011910954974327925,0.0011007920327279486
2025-02-24,0.0,0.0007379012972734689,0.0011910954974327925,0.0011007920327279486
2025-02-25,0.0,0.0007379012972734689,0.0011910954974327925,0.0011007920327279486
2025-02-26,0.0,0.0007379012972734689,0.0011910954974327925,0.0011007920327279486
2025-02-27,0.0,0.0007379012972734689,0.0011910954974327925,0.0011007920327279486
2025-02-28,0.0,0.0007379012972734689,0.0011910954974327925,0.0011007920327279486
2025-03-03,0.0,0.0007379012972734689,0.0011910954974327925,0.0011007920327279486
2025-03-04,0.0,0.0007379012972734689,0.0011910954974327925,0.0011007920327279486
2025-03-05,0.0,0.0007379012972734689,0.0011910954974327925,0.0011007920327279486
2025-03-06,0.0,0.0007379012972734689,0.0011910954974327925,0.0011007920327279486
2025-03-07,0.0,0.0007379012972734689,0.0011910954974327925,0.0011007920327279486
2025-03-10,0.0,0.0009262587017502266,-0.002804851457715807,-0.0026746903572684166
2025-03-11,0.0,0.0009262587017502266,-0.002804851457715807,-0.0026746903572684166
2025-03-12,0.0,0.0009262587017502266,-0.002804851457715807,-0.0026746903572684166
2025-03-13,0.0,0.0009262587017502266,-0.002804851457715807,-0.0026746903572684166
2025-03-14,0.0,0.0009262587017502266,-0.002804851457715807,-0.0026746903572684166
2025-03-17,0.0,0.0009262587017502266,-0.002804851457715807,-0.0026746903572684166
2025-03-18,0.0,0.0009262587017502266,-0.002804851457715807,-0.0026746903572684166
2025-03-19,0.0,0.0009262587017502266,-0.002804851457715807,-0.0026746903572684166
2025-03-20,0.0,0.0009262587017502266,-0.002804851457715807,-0.0026746903572684166
2025-03-21,0.0,0.0009262587017502266,-0.002804851457715807,-0.0026746903572684166
2025-03-24,0.0,0.0009262587017502266,-0.002804851457715807,-0.0026746903572684166
2025-03-25,0.0,0.0009262587017502266,-0.002804851457715807,-0.0026746903572684166
2025-03-26,0.0,0.0009262587017502266,-0.002804851457715807,-0.0026746903572684166
2025-03-27,0.0,0.0009262587017502266,-0.002804851457715807,-0.0026746903572684166
2025-03-28,0.0,-0.0029179102076571928,-0.0046382563709541635,-0.00397427761307767
2025-03-31,0.0,-0.0029179102076571928,-0.0046382563709541635,-0.00397427761307767
2025-04-01,0.0,-0.0029179102076571928,-0.0046382563709541635,-0.00397427761307767
2025-04-02,0.0,-0.0029179102076571928,-0.0046382563709541635,-0.00397427761307767
2025-04-03,0.0,-0.0029179102076571928,-0.0046382563709541635,-0.00397427761307767
2025-04-07,0.0,-0.0029179102076571928,-0.0046382563709541635,-0.00397427761307767
2025-04-08,0.0,-0.0029179102076571928,-0.0046382563709541635,-0.00397427761307767
2025-04-09,0.0,-0.0029179102076571928,-0.0046382563709541635,-0.00397427761307767
2025-04-10,0.0,-0.0029179102076571928,-0.0046382563709541635,-0.00397427761307767
2025-04-11,0.0,-0.0029179102076571928,-0.0046382563709541635,-0.00397427761307767
2025-04-14,0.0,-0.0029179102076571928,-0.0046382563709541635,-0.00397427761307767
2025-04-15,0.0,-0.0029179102076571928,-0.0046382563709541635,-0.00397427761307767
2025-04-16,0.0,-0.0029179102076571928,-0.0046382563709541635,-0.00397427761307767
2025-04-17,0.0,-0.0029179102076571928,-0.0046382563709541635,-0.00397427761307767
2025-04-18,0.0,0.002723738935196396,0.002162866026219623,0.0013563774485296776
2025-04-21,0.0,0.002723738935196396,0.002162866026219623,0.0013563774485296776
2025-04-22,0.0,0.002723738935196396,0.002162866026219623,0.0013563774485296776
2025-04-23,0.0,0.002723738935196396,0.002162866026219623,0.0013563774485296776
2025-04-24,0.0,0.002723738935196396,0.002162866026219623,0.0013563774485296776
2025-04-25,0.0,0.002723738935196396,0.002162866026219623,0.0013563774485296776
2025-04-28,0.0,0.002723738935196396,0.002162866026219623,0.0013563774485296776
2025-04-29,0.0,0.002723738935196396,0.002162866026219623,0.0013563774485296776
2025-04-30,0.0,0.002723738935196396,0.002162866026219623,0.0013563774485296776
2025-05-06,0.0,0.002723738935196396,0.002162866026219623,0.0013563774485296776
2025-05-07,0.0,0.002723738935196396,0.002162866026219623,0.0013563774485296776
2025-05-08,0.0,0.002723738935196396,0.002162866026219623,0.0013563774485296776
2025-05-09,0.0,0.002723738935196396,0.002162866026219623,0.0013563774485296776
2025-05-12,0.0,0.002723738935196396,0.002162866026219623,0.0013563774485296776
2025-05-13,0.0,0.0009209252496045206,-0.0023539585334289015,-0.0021179567339848493
2025-05-14,0.0,0.0009209252496045206,-0.0023539585334289015,-0.0021179567339848493
2025-05-15,0.0,0.0009209252496045206,-0.0023539585334289015,-0.0021179567339848493
2025-05-16,0.0,0.0009209252496045206,-0.0023539585334289015,-0.0021179567339848493
2025-05-19,0.0,0.0009209252496045206,-0.0023539585334289015,-0.0021179567339848493
2025-05-20,0.0,0.0009209252496045206,-0.0023539585334289015,-0.0021179567339848493
2025-05-21,0.0,0.0009209252496045206,-0.0023539585334289015,-0.0021179567339848493
