signal,annual_return,sharpe,max_drawdown,excess_return,ic_periods
score_equal_weight,0.5973295837129917,8.748741916072658,-0.08859855011251888,0.3106675565391571,363
score_ic_weighted,1.0738956182315613,12.563629188444603,-0.07627711634110686,0.5726364750265488,363
score_rule_based,0.5973295837129917,8.748741916072658,-0.08859855011251888,0.3106675565391571,363
score_ml_lightgbm,1.3888283386949096,11.238469752280166,-0.023723438792688716,0.8276462336896182,72
score_ml_ridge,0.5336573612063311,4.864327399332838,-0.08258019348557452,0.3842606735339392,72
score_ml_lasso,0.10303291108904755,1.8511284241886845,-0.07600590268512056,0.05186980035590205,72
