factor,ic_mean,ic_std,ic_ir,rank_ic_mean,rank_ic_std,rank_ic_ir,ic_win_rate
alpha158__std_120,0.1843984453605929,0.0648174952642889,2.8448869338242844,0.21489845625455967,0.08397319952741338,2.5591314546066,0.4594594594594595
alpha158__price_volume_ratio,-0.14466727371439658,0.045194783036842906,-3.2009728555719237,-0.17525750072286056,0.07760350883396269,-2.2583708308581043,0.0
alpha191__alpha140,-0.1346662926426116,0.05548630732270113,-2.427018468888369,-0.1383256813983135,0.062127137541412344,-2.2264937171153134,0.0
alpha158__ma_120_ratio,0.18482862384662857,0.054812554152660654,3.3720126110499233,0.14939204155425742,0.07723775281670069,1.9341842053431055,0.46396396396396394
alpha191__alpha153,-0.08863073328154157,0.04120926124437691,-2.1507479291110907,-0.11841700817960411,0.061831583728656936,-1.9151540529718256,0.0045045045045045045
alpha158__amplitude_10,0.21137820370532115,0.08634027313279513,2.448199386400043,0.23011398472849143,0.12081473815500557,1.9046847118375134,0.9504504504504504
alpha158__ret_120,0.15215155233485841,0.051906783566344136,2.931246012197759,0.12336200174656256,0.06496923450645509,1.898775669494856,0.4594594594594595
alpha158__amplitude_5,0.20453211958164286,0.0830281171493205,2.4634078984810115,0.220312891005766,0.11627268533766216,1.8947948984403815,0.9819819819819819
alpha191__alpha159,0.21972903474542876,0.08797474134119652,2.497637746876043,0.23629261957471115,0.12678252669294687,1.8637632940301427,0.8783783783783784
alpha158__price_range_position_120,0.14338195115187494,0.04748202179138306,3.0197103186093814,0.12087545073888337,0.06504930136829412,1.8582128969305063,0.46396396396396394
alpha191__alpha173,-0.0889056485454364,0.043829740072200515,-2.0284320280928556,-0.11943682931690715,0.06472997903300094,-1.845154766016768,0.0045045045045045045
alpha191__alpha013,-0.08527179223591314,0.04326865782858404,-1.9707519603157435,-0.11829498337668772,0.06491687639977117,-1.8222531633870278,0.018018018018018018
alpha101__alpha041,-0.08527179223591314,0.04326865782858404,-1.9707519603157435,-0.11829498337668772,0.06491687639977117,-1.8222531633870278,0.018018018018018018
alpha191__alpha126,-0.08489805261609862,0.043295252104238915,-1.9609090717775608,-0.1179919236660756,0.06500428185651952,-1.815140792209856,0.013513513513513514
alpha158__turnover_amount_ratio,-0.08480327196773521,0.043273408426555,-1.9597086305708045,-0.11784374477210206,0.06500489745069382,-1.8128440993463066,0.013513513513513514
alpha191__alpha120,0.10006284108194999,0.0423861960664037,2.360741240501696,0.1172808937762649,0.06484233712680904,1.808708614973336,0.9864864864864865
alpha101__alpha042,0.10006284108194999,0.0423861960664037,2.360741240501696,0.1172808937762649,0.06484233712680904,1.808708614973336,0.9864864864864865
alpha158__std_10,0.1822063394503237,0.07752524726826031,2.350283886484564,0.20243423733959304,0.11323788511106629,1.787690022125024,0.9459459459459459
alpha191__alpha012,0.08242754587925824,0.04447795452722821,1.8532224954004641,0.11668521290301889,0.0652800094492303,1.7874570467666298,0.9279279279279279
alpha158__kbar_high_low_ratio,0.17182450513711964,0.07030055058757645,2.444141670314095,0.18713224312698576,0.10474561926887603,1.7865400427547042,0.990990990990991
alpha158__intraday_range_ratio,0.17190015548405674,0.07084747900655072,2.4263411753601347,0.18712853105158053,0.10501386319450157,1.781941215751583,0.990990990990991
alpha191__alpha158,0.17190015548405674,0.07084747900655072,2.4263411753601347,0.18712853105158053,0.10501386319450157,1.781941215751583,0.990990990990991
alpha158__amplitude_20,0.21334992792023497,0.09744527617383195,2.1894332521531523,0.23459015495951813,0.1327894710519185,1.7666321968237773,0.8783783783783784
alpha158__amplitude_30,0.21176661073164954,0.10620311905710103,1.9939773201744797,0.2365167884966926,0.1420534653570028,1.6649842923739209,0.8243243243243243
alpha158__std_20,0.19081053500156536,0.08945332616426918,2.13307367298078,0.21157591478297083,0.1271003486696885,1.6646367771407102,0.8828828828828829
alpha158__std_5,0.16528048534463508,0.07399654834050723,2.2336242575000913,0.17745876785037565,0.10699073971435548,1.6586367037386238,0.9684684684684685
alpha158__amplitude_60,0.1932780841495267,0.0940986779623079,2.0539936196228603,0.2263364087822908,0.13754528431091487,1.6455410297503739,0.6936936936936937
alpha158__std_60,0.18242124858443254,0.08958278265870577,2.0363427342888483,0.20723739151008333,0.13106339077976895,1.5811996796139098,0.6891891891891891
alpha158__std_30,0.1932192297529143,0.09729480768317543,1.985915120795562,0.21360711790288148,0.13572972285447266,1.573768172590375,0.8108108108108109
alpha191__alpha097,0.12973349422235222,0.07196316674843548,1.8027763380100656,0.1388257632420885,0.09331521138148115,1.4877077508248473,0.9234234234234234
alpha158__amount_mean_10_ratio,0.13579372377109208,0.07919769631385044,1.714617092307316,0.15257702295897796,0.10324446839945838,1.4778227378599045,0.9099099099099099
alpha158__return_mean_60,0.16506385250612646,0.07809888478695282,2.1135238096729134,0.12826568662189167,0.08746920912846426,1.4664095845831926,0.7072072072072072
alpha158__amount_mean_5_ratio,0.14261681843302745,0.07890741940873904,1.807394279291721,0.1524493895287337,0.1040018898770112,1.4658328777391902,0.9594594594594594
alpha191__alpha144,0.15675009199536769,0.08693961438341466,1.8029766189677356,0.18451083672640117,0.1283523164262377,1.4375341393424481,0.8648648648648649
alpha191__alpha100,0.12223844770943784,0.0748050541870769,1.6340934317584572,0.137004465548295,0.09543726825048823,1.4355447097323444,0.8603603603603603
alpha191__alpha045,0.06846024606639993,0.027205979246218922,2.51636765017067,0.07332093488514285,0.05111038187857364,1.4345604980869897,0.26576576576576577
alpha191__alpha081,0.137279674079222,0.08222618165411998,1.6695372607314005,0.15218171999397023,0.10626667174946003,1.4320738335793743,0.9414414414414415
alpha191__alpha150,-0.06702475510022385,0.04818610846728555,-1.390955967023737,-0.10060482269614623,0.0707786071983288,-1.421401560138664,0.09009009009009009
alpha158__amount_mean_20_ratio,0.12644072934680733,0.08259957391835976,1.5307673314608081,0.14975679024148444,0.10773234742429388,1.3900819375231952,0.8513513513513513
alpha360__low_59,-0.15310593947790518,0.07712247811423499,-1.985231066500772,-0.12202508659326296,0.0900344426349045,-1.3553156216902746,0.02702702702702703
alpha360__low_58,-0.15130899766577613,0.07730844504874053,-1.9572117583063608,-0.11926819771816555,0.09055721839584982,-1.3170479375460977,0.02252252252252252
alpha158__ret_60,0.160621844492919,0.07647702837039516,2.100262626771949,0.11517860743013657,0.08921377407806975,1.2910406338077944,0.7162162162162162
alpha360__close_59,-0.1452665963105774,0.07547285620120629,-1.9247528664253146,-0.11334715412218624,0.08912267511615413,-1.271810501361861,0.03153153153153153
alpha360__vwap_59,-0.14551929473349215,0.07555196486074592,-1.9260822005318718,-0.11313063278152076,0.08924691136285694,-1.2676139829820914,0.02702702702702703
alpha360__open_59,-0.14654100574744858,0.07615992396590224,-1.9241222695161413,-0.1144739148271824,0.09032142877246406,-1.2674059343720392,0.036036036036036036
alpha360__low_57,-0.14907176486729792,0.07811577936272544,-1.908343820972368,-0.11565316542079532,0.0917814575677813,-1.2600929260181402,0.03153153153153153
alpha360__close_58,-0.14322139651549,0.07545266913699056,-1.8981620949082627,-0.11021222568067866,0.08910440568813338,-1.236888623290109,0.02702702702702703
alpha360__vwap_58,-0.14352980767727577,0.07572657035383114,-1.8953691816047542,-0.11033368715374395,0.08956312054514881,-1.2319098137957876,0.03153153153153153
alpha360__open_58,-0.1447751655365308,0.07693538068536356,-1.8817761639291313,-0.11192909495796365,0.09119663509403303,-1.227337991610692,0.02702702702702703
alpha360__low_56,-0.14729903895204235,0.07860587218844424,-1.8738935762829259,-0.11287003016772491,0.09282360512289964,-1.2159625778193333,0.04054054054054054
alpha101__alpha024,-0.09350523143978405,0.04393962662510959,-2.128038825581414,-0.08545249838690781,0.07103012783077402,-1.203045820084886,0.013513513513513514
alpha360__open_57,-0.14266814416849677,0.0770283967231472,-1.8521499893249718,-0.10862838373837264,0.09120187522764758,-1.191076208326057,0.02702702702702703
alpha191__alpha061,0.09428706286361792,0.0473236895979696,1.992386131863718,0.08258158965153269,0.06960170301717784,1.18648806094804,0.509009009009009
alpha360__high_59,-0.13741974928580494,0.07413390837915458,-1.8536692896721125,-0.10451963739508967,0.08854806225468279,-1.1803718199328777,0.036036036036036036
alpha360__low_55,-0.14573397975212893,0.07903589648039225,-1.843896080666126,-0.11045194275782977,0.09382555732698755,-1.1772052935736719,0.04504504504504504
alpha191__alpha190,-0.07216015148799984,0.046648863950880956,-1.546879074353902,-0.07191180862615099,0.06117698212957977,-1.1754716581774767,0.04954954954954955
alpha360__vwap_57,-0.14132826146027522,0.07667922424626894,-1.843110214657029,-0.10688214445712571,0.09125805621140248,-1.1712077694217975,0.036036036036036036
alpha360__close_57,-0.1410824899283957,0.07652470495724754,-1.8436201747816603,-0.10691747186704997,0.09134389815405437,-1.1704938592256078,0.036036036036036036
alpha191__alpha067,0.14490447058613434,0.06964124486954582,2.080727747724412,0.10926632284392915,0.09422106728265968,1.1596803771722757,0.9774774774774775
alpha158__kbar_body_ratio,0.11782317994163494,0.06699121091199373,1.758785642737808,0.10556049486232542,0.09164289708241466,1.1518677194086808,0.9594594594594594
alpha191__alpha185,-0.10047890211874425,0.06791619978501541,-1.4794541278340674,-0.10560624186082468,0.09177403238458422,-1.1507202976357824,0.04954954954954955
alpha360__low_54,-0.14504227878889567,0.0794076877059905,-1.8265521006721581,-0.10924020634178962,0.09535823152848835,-1.1455771000655985,0.04054054054054054
alpha360__high_58,-0.13535897162084287,0.07452208343945478,-1.8163605386960875,-0.1016770886866499,0.08912897463376633,-1.1407860250209783,0.03153153153153153
alpha360__close_56,-0.13921117233537747,0.07669224347338363,-1.8151923327642814,-0.1041792687899417,0.09154613732656061,-1.1379974276611646,0.04954954954954955
alpha360__open_56,-0.14061756152969834,0.07766395633404331,-1.810589727426233,-0.10543095182316797,0.09299997650845943,-1.1336664349971939,0.04054054054054054
alpha360__vwap_56,-0.13944307676340512,0.07704479493826734,-1.8098961373722238,-0.10408643053319137,0.09198212552948007,-1.1315940997670455,0.04954954954954955
alpha360__open_55,-0.13914340798085195,0.07708372741719141,-1.8050944426672837,-0.10312390739067272,0.09260158046317064,-1.1136301008565075,0.05405405405405406
alpha101__alpha063,-0.061429762907346475,0.046788964332609824,-1.312911362402879,-0.07017631800660215,0.06336094645260573,-1.1075642321582797,0.08558558558558559
alpha360__low_53,-0.14440896432032738,0.08011971310686497,-1.8024148954167167,-0.10785067177741683,0.09751189716827074,-1.1060257764373618,0.04054054054054054
alpha191__alpha118,0.11757591887211974,0.06671407242559106,1.7623855746965076,0.10069204455654666,0.09210662330606775,1.0932117685169045,0.8738738738738738
alpha360__low_0,-0.1251499323154204,0.0732163605169997,-1.709316489261475,-0.11200597895273173,0.10274194704196919,-1.0901679613583561,0.04504504504504504
alpha360__close_55,-0.13775396676553311,0.07742782829258484,-1.7791273474052176,-0.10205947921164436,0.09395008368496735,-1.08631600109979,0.04504504504504504
alpha360__high_57,-0.1331772930852995,0.07546678303873353,-1.7647140599188638,-0.09842500368278953,0.09070088617331452,-1.0851603312311138,0.036036036036036036
alpha360__vwap_55,-0.13787740828144746,0.07755060308374309,-1.7779024636669867,-0.10171553955242423,0.09375776237685049,-1.0848759289240308,0.04054054054054054
alpha158__price_range_position_60,0.12965050990122276,0.0760082974181017,1.7057415348754537,0.10574910448446807,0.09770973924602688,1.0822780339040572,0.7207207207207207
alpha191__alpha051,0.0914939513355696,0.04900804783003079,1.8669168715490971,0.07964057155017512,0.0745275010031697,1.0686064939543318,0.9009009009009009
alpha191__alpha050,0.09149393831064054,0.04900804628837382,1.8669166645058783,0.07964042879149504,0.07452752603186864,1.0686042195663394,0.9009009009009009
alpha191__alpha049,-0.09139754740180497,0.04901610992470256,-1.8646430233286122,-0.07952327140062525,0.07455260945372603,-1.066673212156101,0.04504504504504504
alpha360__open_54,-0.13799017188305673,0.07750004482167006,-1.780517317126413,-0.10113099341604243,0.0948347839339268,-1.0663913515794194,0.04954954954954955
alpha360__low_52,-0.14397085101707097,0.08127328287184817,-1.771441314165744,-0.106447282054899,0.09997275081429985,-1.0647629597851684,0.04954954954954955
alpha101__alpha068,-0.06430684283091075,0.04925922298654099,-1.3054782217835874,-0.07091748916080946,0.0666743359725664,-1.0636399767069136,0.0945945945945946
alpha101__alpha083,-0.06353137032620851,0.05023969414610218,-1.2645652288696816,-0.06943280962241671,0.06531024503039076,-1.0631227855615548,0.10810810810810811
alpha101__alpha053,-0.06526567767076785,0.04906332805507107,-1.33023339952623,-0.07300144469374255,0.0688801554454188,-1.0598327518524475,0.07657657657657657
alpha158__kbar_upper_shadow_ratio,0.09818633119959448,0.06249984856587711,1.5709851056055364,0.09120192506282414,0.08616104670952562,1.0585053054229112,0.9594594594594594
alpha101__alpha088,-0.06336830068235112,0.04939924088576443,-1.2827788351827125,-0.07018470598994055,0.06693757003490954,-1.0485099168275387,0.0990990990990991
alpha101__alpha073,-0.06403900381611477,0.04892686348143208,-1.3088720440953219,-0.07218494895328804,0.06885917545948324,-1.0482981893351553,0.08108108108108109
