,alpha101__alpha001,alpha101__alpha002,alpha101__alpha003,alpha101__alpha004,alpha101__alpha005,alpha101__alpha006,alpha101__alpha007,alpha101__alpha008,alpha101__alpha009,alpha101__alpha010,alpha101__alpha011,alpha101__alpha012,alpha101__alpha013,alpha101__alpha014,alpha101__alpha015,alpha101__alpha016,alpha101__alpha017,alpha101__alpha018,alpha101__alpha019,alpha101__alpha020,alpha101__alpha021,alpha101__alpha022,alpha101__alpha023,alpha101__alpha024,alpha101__alpha025,alpha101__alpha026,alpha101__alpha027,alpha101__alpha028,alpha101__alpha029,alpha101__alpha030,alpha101__alpha031,alpha101__alpha032,alpha101__alpha033,alpha101__alpha034,alpha101__alpha035,alpha101__alpha036,alpha101__alpha037,alpha101__alpha038,alpha101__alpha039,alpha101__alpha040,alpha101__alpha041,alpha101__alpha042,alpha101__alpha043,alpha101__alpha044,alpha101__alpha045,alpha101__alpha046,alpha101__alpha047,alpha101__alpha048,alpha101__alpha049,alpha101__alpha050,alpha101__alpha051,alpha101__alpha052,alpha101__alpha053,alpha101__alpha054,alpha101__alpha055,alpha101__alpha056,alpha101__alpha057,alpha101__alpha058,alpha101__alpha059,alpha101__alpha060,alpha101__alpha061,alpha101__alpha062,alpha101__alpha063,alpha101__alpha064,alpha101__alpha065,alpha101__alpha066,alpha101__alpha067,alpha101__alpha068,alpha101__alpha069,alpha101__alpha070,alpha101__alpha071,alpha101__alpha072,alpha101__alpha073,alpha101__alpha074,alpha101__alpha075,alpha101__alpha076,alpha101__alpha077,alpha101__alpha078,alpha101__alpha079,alpha101__alpha080,alpha101__alpha081,alpha101__alpha082,alpha101__alpha083,alpha101__alpha084,alpha101__alpha085,alpha101__alpha086,alpha101__alpha087,alpha101__alpha088,alpha101__alpha089,alpha101__alpha090,alpha101__alpha091,alpha101__alpha092,alpha101__alpha093,alpha101__alpha094,alpha101__alpha095,alpha101__alpha096,alpha101__alpha097,alpha101__alpha098,alpha101__alpha099,alpha101__alpha100,alpha101__alpha101
alpha101__alpha001,1.0,-0.13247379110135957,0.01885117862347109,-0.3389181344845415,-0.29950253286783424,-0.041656686416974856,0.02336357920786398,-0.2364324641618124,-0.2537529669568092,0.270564534829075,0.12288143001448092,-0.17603241139698766,-0.08565000415512643,-0.08492223315194651,-0.05528202931237706,-0.09137301246393585,-0.16956657580533838,-0.13529860924322593,-0.2793843059656533,-0.0193175127746989,0.0,-0.05392416389915607,-0.42822788029622977,-0.08592908405605904,-0.2783675145474654,-0.04660704555454349,0.0,-0.0022259410928835346,-0.23002802217429313,-0.4018289348259145,-0.4037397666749721,-0.2001596850007886,-0.3056228254040262,-0.34865238594260783,-0.27248536745581575,-0.05108632496028963,-0.23051598082605376,-0.4822919373965831,-0.3618066467611736,-0.05988858080669331,-0.003130134640509257,0.002570702185801736,-0.06708941895929567,-0.08141560783013796,-0.0867609147977346,-0.21354952788512455,-0.1697756499934656,0.03767054017075993,0.0,-0.043655032040018464,-0.18142469157739013,0.2892119257416323,0.010377758029095779,-0.013743256724944173,-0.3546308406520821,-0.15848991616655336,0.293055617554431,0.008376152916181927,-0.01939235885125027,-0.3836671955829159,-0.1688610597742281,0.3711973714793263,-0.013840971964261484,-0.055139532873426496,-0.36380571726143385,-0.16355583100349136,0.3082864232574896,0.008186247547533321,-0.01810118255842332,-0.294341508911866,-0.17321669894254338,0.29569954998735043,0.00774231711244227,-0.017665617071456495,-0.3601994114585246,-0.16676931170664544,0.30358975731445575,0.005814896871772836,-0.024054963978812398,-0.37444106794070453,-0.1671360282119674,0.37123435829100154,0.0047612455610619815,-0.05577727806599832,-0.3163693184148111,-0.18542135756489572,0.3124212324201249,0.00629374915906004,-0.02069636017841956,-0.36590588966777643,-0.16070152152819375,0.3032025159574524,0.004991111637323177,-0.022704433368330598,-0.3648868797806284,-0.1621379036471375,0.2642925632051321,0.0034921613295725035,-0.027841810645307982,-0.3009381098449138,-0.16518372523444855
alpha101__alpha002,-0.13247379110135957,1.0,-0.06568933135490045,0.23930739359936606,0.17597067042375125,-0.04645352497922147,0.046240637359475784,0.17295895635915357,0.0801138165181535,-0.07412104024703928,0.05492589444234248,0.1777420545166659,0.3158724122978846,-0.034458172698602844,0.1495427732852005,0.1869523627785124,0.1409625217884799,-0.0120650195600374,0.2579741103026841,-0.045836553638741555,0.0,0.05928317012590428,0.10522617232162361,0.06755367205994578,0.06709153547255288,0.22901288247337118,0.0,-0.04121094338419368,0.22364594528522194,-0.00039011370867298,0.23549499777286337,0.11345401558338908,0.11587833986550475,0.061062303192463176,0.14434811026268474,0.050663194005085295,0.11184820306715246,0.22247585910775428,0.28019129619541533,0.10727635403361822,-0.004930325965627475,0.008967241828098788,0.048572617756749745,0.18041865630993983,0.1189894718022115,0.14578379558111915,0.1704326592169384,-0.006911694270705376,0.0,0.2238817140324902,-0.1650641084512124,-0.1409216513263799,-0.014903145280288462,0.08867055235303442,0.13966728657770125,-0.21940412793064448,-0.12989551560200147,-0.026127618699003565,0.1052822217653924,0.018745266841913796,-0.07650601733133515,-0.15121365483465757,-0.10017181881853422,0.13061721785351246,0.015428838756806118,-0.1300012751211441,-0.15011911505770503,-0.014904848012717195,0.08419380501823907,-0.015449429326574442,-0.20323067780907067,-0.13795474585427708,-0.020961600503199913,0.09661973873829979,0.12398558145877919,-0.04802891399228492,-0.12353714694860503,-0.042781758121295775,0.11670241809899767,0.00263649356478423,-0.09515587578015516,-0.1460239542432346,-0.017573272374175625,0.12042380296082915,-0.010173102907998744,-0.16531494396521934,-0.1462154276182639,-0.020033173201187863,0.09074425016657912,0.12973127435168041,-0.21928222151888718,-0.13220760429941536,-0.031051590933604007,0.10664424456694294,0.10223648311357213,-0.06617084965579573,-0.13734750480617106,-0.060570171208799886,0.11809757450108388,-0.005812876319111757,-0.1330963700229677
alpha101__alpha003,0.01885117862347109,-0.06568933135490045,1.0,-0.0066476462136326325,-0.03450050021698445,0.6416976130621951,0.23849437976259882,-0.040715824229966606,-0.03030745221680007,0.01730097288373618,0.0924647173636797,0.03244439780270551,0.23360228768211097,0.5144670228754727,0.208883365924995,0.2655399330265446,-0.05683043475794512,0.18089096043036967,-0.03020060572173115,0.022020267747057353,0.0,-0.053545140313267,-0.013736532060673058,0.0844816762648893,-0.02509600222947756,0.1678642068642519,0.0,-0.11059554347563166,0.0031698188991004152,-0.009270299276660609,-9.01489814590839e-05,0.04739147314190138,-0.01724542034298285,-0.04197553691327615,0.0434164855289687,0.01087522518746911,0.04357669020371513,-0.05785390260445599,-0.12014322067929725,0.5199325960348952,0.011939444202130264,0.030520611994562213,0.15651619702130992,0.2234566433889422,0.00986638881140482,-0.1197501643881286,-0.06465107990985883,-0.001288565022994642,0.0,0.4201848774150665,-0.27576194779174185,0.06374818162507644,0.3252277275815109,0.6676491877132024,-0.11004987266904162,-0.17826261506536284,0.048415771074889785,0.32638896531959105,0.6322544039053218,-0.021651052288466473,-0.44334088561924556,0.04457003517793995,0.35983492800661415,0.5198088254627461,-0.003650821714776869,-0.3305999600345287,0.08480887453338845,0.3337666519936184,0.6376710687381457,-0.019569227476548993,-0.2258160201908266,0.06456996350065358,0.34061685465713853,0.6955865024252624,-0.10439285721200418,-0.4353034476584356,0.04857331370543814,0.32669485052680275,0.5615129582382341,-0.027303217131152416,-0.3921560910132817,0.03873327902337716,0.3474597017444213,0.4424834051215237,0.005541324149056526,-0.27611850092280754,0.08395652698438083,0.3575591625578345,0.676522759570114,-0.09026604431932082,-0.17967103117245362,0.06471464278069233,0.34837570788866107,0.6411154324545955,-0.09714983133304747,-0.4288747121532487,0.04094521260628659,0.31691196576779973,0.4854683884791131,-0.029171316996908555,-0.33207957037234204
alpha101__alpha004,-0.3389181344845415,0.23930739359936606,-0.0066476462136326325,1.0,0.48109719048174726,0.040966538748774706,0.15589999654056744,0.48160660527014754,0.10845100324236044,-0.13139549826008073,0.008672505211682325,0.16103011406631326,0.25667200802170254,0.01455689084903906,0.1605330521661016,0.2581355855224795,0.329582328966953,0.1622120383413851,0.5983408075854917,-0.04559962721236625,0.0,0.07168118011471744,0.3724252463189833,0.20460229789118403,0.16565515049602578,0.18299187985824114,0.0,-0.11817863010399415,0.5872401533706805,0.14358779969366778,0.6446177854758325,0.2774496277403261,0.18147830106606636,0.16195331082706027,0.42398743839883374,0.05211150606713003,0.18557969362648943,0.45288006018865073,0.610956641045571,0.16692671094608566,-0.05472499465194095,0.05927941432646491,0.12213084594296475,0.15625142362296587,0.10634572139102282,0.3295054111422374,0.414604947443829,-0.03874969588504485,0.0,0.14202271881104753,0.12153733856556366,-0.26885792730193575,-0.053926160720796104,0.09171079632881966,0.3336908807800743,0.010700091999215965,-0.24838489685349407,-0.06867103906853544,0.0874379819909088,0.018370283827840478,0.1506724064267491,-0.3086209142817002,-0.07778783710558167,0.15510985537518654,0.007414059289464152,0.1465108544455891,-0.2920219838835268,-0.04182953257598157,0.10755892847765447,-0.08225089701226676,0.07139229615717622,-0.2642000889385601,-0.0571004823785321,0.09400926699451877,0.29984608514658934,0.2181941489594861,-0.23787241522999797,-0.07509982784933596,0.09074377684814856,-0.031783681199713996,0.13589651134070746,-0.2981002190373103,-0.030102289185065963,0.1530214424155642,-0.08375524842201663,0.11041237816095058,-0.2856354839730762,-0.04470340866880615,0.11007210841175422,0.30449739871954884,0.006891405697272722,-0.25655724404650915,-0.062422698291183604,0.09559530522860127,0.2581970396561011,0.20981568837130782,-0.25572549410372986,-0.08394461239381372,0.09482070565425982,-0.08427462410779224,0.11157334190197331
alpha101__alpha005,-0.29950253286783424,0.17597067042375125,-0.03450050021698445,0.48109719048174726,1.0,-0.0039177007747239045,0.12445503337371436,0.44239169406965345,0.30241015206273353,-0.3329714313571737,0.19028485113277543,0.10461184755497052,0.1604644841043487,0.0480552647268525,0.08526956177284638,0.10776958638784008,0.1609125210338475,0.16934830002374496,0.49107340028202573,0.005607467921313663,0.0,0.05929827646219397,0.2641750878197287,0.10048982225759859,0.3028430332998764,0.11139929458642536,0.0,-0.04703620574022564,0.4635019174144049,0.1906106406650526,0.5499906978940945,0.3168981001479758,0.3757221167656603,0.2781528075032618,0.26827354852021124,0.10258788987038747,0.3288514326329725,0.571310058752041,0.6171152641387224,0.019345683991898253,0.06674108162785285,-0.04448268200313895,0.1184723227695555,0.08243940710985947,0.048134227242093354,0.39520414662638337,0.46799850712278585,-0.06351214887528037,0.0,0.07946768080816208,0.16307776077166955,-0.526417184906665,0.0038912714991002945,-0.007188755523357321,0.29295948084498435,0.0925491173130702,-0.523657294522772,-0.005742332253787621,-0.008348372282993864,0.01421641882190477,0.2019234475675498,-0.5371668235016009,-0.007689007999076522,0.04232690523845925,0.008970543588424506,0.18742147060582978,-0.5389479962811233,0.011556760008846674,-0.00016124575650945883,-0.04548015253487137,0.12723218081593243,-0.5249739594563505,0.0005647112412669288,-0.00459828083906219,0.26485639055639076,0.24666929060948498,-0.5217020634700583,-0.009092732873817566,-0.002808132673114048,-0.01778428541496454,0.1858237787981757,-0.5255451759290333,0.02229815677151141,0.04692847862569005,-0.06115385406820818,0.1560975410285471,-0.5329265525143596,0.008265049966998356,0.0030523981123008756,0.26248085592217413,0.09024785262677783,-0.5222576404646095,-0.0030610576506519657,-0.0020033437137488043,0.23107712157159557,0.23741850578094748,-0.5179188983542159,-0.013531589037868727,0.00488039651557587,-0.04631528544113743,0.163207174468724
alpha101__alpha006,-0.041656686416974856,-0.04645352497922147,0.6416976130621951,0.040966538748774706,-0.0039177007747239045,1.0,0.22607743569161734,0.01992206961077226,-0.01592268631488519,-0.010098623083869905,0.041888870879244575,0.05309928865333804,0.17584847775944773,0.8000408889650006,0.1520513499072626,0.3321132798816372,-0.027103013795165276,0.3059757285942651,-0.0006621510551889924,0.023337735341006582,0.0,-0.04809583087679877,0.0982279093828715,0.1024049354907819,0.0038897782805155583,0.2317740846978085,0.0,-0.12967978510724834,0.061121028902751354,0.014410518857906585,0.016348115802173956,0.04682108858014015,0.011673716096515732,-0.005842988043706134,0.073274009424486,0.052347385913252255,0.0448414781398022,-0.005878950890349172,-0.09242130991649886,0.6538874561256283,-0.029878627199352695,0.05521188282938963,0.17768969888101396,0.28231903783878953,0.025891864905624784,-0.0318427845115521,-0.0520836136062069,-0.0020535823902048827,0.0,0.2552683701194551,-0.31806816181160713,0.02286655224883956,0.43449947210070156,0.5011768827649691,-0.03925841456011383,-0.19468672093634223,0.014051943556290457,0.43172594331208847,0.45812776168960345,-0.008907158757420455,-0.5569627259034863,-0.014726240196152035,0.4898511109164168,0.4404003281899399,0.03567598794882495,-0.3901707036258982,0.03657132219533225,0.4503706172956801,0.5041944454110535,0.024976583230083005,-0.25045124553290327,0.023884504648493444,0.4587781778518828,0.5160825955519109,-0.03399478081295031,-0.5478720227930145,0.014986741224501896,0.4311299818862147,0.4084918058792723,-0.021865708338690802,-0.4844388917431788,-0.01963286799373932,0.4748159697155799,0.3824328550331586,0.036617173985368456,-0.3148830359308083,0.036585389447390544,0.4892505004052128,0.5283117401003906,-0.018061734696980893,-0.19161135410283614,0.025321035904263198,0.4698626005150042,0.47591619893652093,-0.02818478101039316,-0.5396330887696242,0.013239703804083947,0.41505110837380305,0.3563323800753903,-0.029047213883320832,-0.40183010811431596
alpha101__alpha007,0.02336357920786398,0.046240637359475784,0.23849437976259882,0.15589999654056744,0.12445503337371436,0.22607743569161734,1.0,0.09126101918248858,0.033050174520702975,-0.03687232185709721,0.2468066777637076,0.08119823930836811,0.18630692988299194,0.2058905341875714,0.12228880748720075,0.19831335594814034,0.018333324162345153,0.1823463321393231,0.16778852431648816,-0.03198889929698253,0.0,0.010407506548970595,0.01223618970252898,0.17757826577907312,-0.00652482180643057,0.09755827678440822,0.0,-0.13341440950178154,0.15124039810017997,0.12879468624056226,0.10687839021270407,0.07550850490692923,0.070959337336348,-0.03462964515139702,0.31017650777924094,-0.08512572311457436,0.16848973402693299,0.07940948676163705,0.14848766929029517,0.2893349787083848,-0.01000193275311349,0.019471833608668707,0.5250670703208857,0.12038259522405433,0.053496922585373176,0.04610701928646077,0.15369865987068357,-0.01413397320258711,0.0,0.1486931180945314,-0.2799769743929858,-0.01873292720050694,0.1384091838016965,0.29098595487745077,-0.054027507580442016,-0.2471103253830377,-0.01444419821453268,0.1338514965217139,0.2837137008637538,-0.06627982171106954,-0.26471518784043996,-0.07116317518417398,0.09743323049256795,0.2445477712331966,-0.040630253332433475,-0.2809247347726987,-0.049662413906620045,0.13529504142074547,0.2833707230037862,-0.052570210541121924,-0.26366975800837394,-0.021492042490106496,0.1390018995976714,0.28603261027639343,-0.05623195451118336,-0.3060851831526337,-0.016710027111628944,0.1257103939625352,0.27212944388015453,-0.0652798262222327,-0.2756794939708311,-0.07066676614044741,0.13554256705695078,0.2279326878004363,-0.04439379887125761,-0.26860340668036525,-0.05160692558194555,0.13688602481205808,0.28286017466283875,-0.02886741667558852,-0.2383179569261571,-0.022418972772600274,0.1338057862351508,0.2813740827582189,-0.057320747449279605,-0.2876638467122586,-0.0009719775542344775,0.11350700410170579,0.24973055951194875,-0.055778707302761577,-0.2758873337289515
alpha101__alpha008,-0.2364324641618124,0.17295895635915357,-0.040715824229966606,0.48160660527014754,0.44239169406965345,0.01992206961077226,0.09126101918248858,1.0,0.16865523178971203,-0.18269544770886703,-0.019453368711929465,0.1520814762703135,0.16737176594451444,-0.015476431798269043,0.08511222245713627,0.1198739789783777,0.2520115551713965,0.1266717581850583,0.42685386110226814,0.023481496719584445,0.0,0.11278234234374714,0.31260840589785904,0.08560171611950329,0.1964508247735978,0.09198970904120454,0.0,-0.1132769797889035,0.4709744967202133,0.15908289599766132,0.3029387010179748,0.2853932498465866,0.226814692647698,0.20074425916742822,0.329309673955981,0.07740910271558758,0.1929372191255189,0.40483498281115193,0.4807922172643741,0.05889793932749424,-0.026057466409349823,0.02756896923635631,0.11123348927316119,0.08343051530804657,0.08940561382330094,0.5060140321673462,0.41688903256956683,-0.025960745583892813,0.0,0.07241784647585238,0.19551411241044564,-0.3502141383641329,-0.0062979687856385075,0.03558568839731872,0.5563023073542748,0.07186874693142911,-0.29704161822677827,-0.0148317754114625,0.031428134656026604,0.021355997452636364,0.19836394172688077,-0.4480831585224401,-0.05763424535508293,0.07521179654344988,0.05924230941845446,0.24215684768469506,-0.5007105914668619,0.004287641707051095,0.03536523032497465,0.1384438634639857,0.14322954320251027,-0.35372797173676496,-0.011252778832808999,0.028075838552766557,0.5330375968203647,0.24967152970775208,-0.2929470065302969,-0.01961179430215109,0.038722181558729314,-0.06243986987092032,0.1935789928534043,-0.42335707055452043,0.026694579938700516,0.0752107186210757,-0.024513591104773344,0.19153634819804857,-0.49860911036906025,-0.004302877836182285,0.03497148289522093,0.5263207241780661,0.08147676358763836,-0.35458580962534747,-0.016341110663992242,0.034440811443404024,0.4966513217012398,0.24290385492471822,-0.27205369734590085,-0.03054502897994729,0.04451464666358003,-0.12125135288278074,0.19256839279139423
alpha101__alpha009,-0.2537529669568092,0.0801138165181535,-0.03030745221680007,0.10845100324236044,0.30241015206273353,-0.01592268631488519,0.033050174520702975,0.16865523178971203,1.0,-0.7959853024873123,-0.02108100064274143,0.18235406629787734,0.08407652962150836,0.1783744561249101,0.029588305612394616,0.05315017063107472,0.32023534887134547,0.21929828019702033,0.15871944403597713,-0.041812749906872344,0.0,0.07574164492515173,0.30035597237214967,0.05244089293084497,0.6839684805626902,0.006280118865264658,0.0,0.04066416340645613,0.06002635924572378,0.2318427920021546,0.24096123484032028,0.20204339132901142,0.6637656792105706,0.5532704014528932,0.2695282832895831,0.2342057031960797,0.48712971788240933,0.5952328923807824,0.3994940553325099,0.0052046760700264665,0.01879247960940457,0.0027988698470682097,0.11879504861471642,0.07854781667502024,0.07037193122518673,0.3684419237768643,0.18636672092841125,-0.061052496151482734,0.0,0.020851615439939197,0.12397282318486863,-0.39165199048833066,-0.01745836551731272,-0.007588844911733402,0.29187557139946996,0.137495970010943,-0.4081079517750055,-0.014759616555883532,0.002562436753612469,0.38620052219669876,0.15363602869145243,-0.4224802050714297,-0.011222663267444734,0.021288977311083673,0.3815024342363973,0.1322905946645975,-0.3945708547984938,-0.018149808034751223,-0.011937840381534084,0.3366278606491205,0.12951090514409436,-0.3980379124366784,-0.017459475965853004,-0.0037870462178285435,0.3023891066814124,0.12144241439196289,-0.42143339230607757,-0.013337120997858644,0.012168639425356745,0.3968743294533826,0.15099419624718502,-0.42337370999034774,-0.020781636656864003,0.033786192721823455,0.380846819508547,0.13325736367765936,-0.39774604686073095,-0.018746110428988896,-0.008798549099533058,0.30534231595172057,0.14141580881198274,-0.40659320364071394,-0.015674321970376767,0.0026298743337358583,0.3140875138529107,0.12002775496328588,-0.37678630804428703,-0.010093391716711064,0.02146183270438177,0.39633801432112736,0.1509859258661263
alpha101__alpha010,0.270564534829075,-0.07412104024703928,0.01730097288373618,-0.13139549826008073,-0.3329714313571737,-0.010098623083869905,-0.03687232185709721,-0.18269544770886703,-0.7959853024873123,1.0,0.03638499564969676,-0.13526939852069966,-0.0708030606524969,-0.21997111088980664,-0.015508736790034646,-0.07121128251328639,-0.3798784114481604,-0.2500995504806517,-0.17233097206540357,0.03219560804649907,0.0,-0.06822676078395833,-0.3387909934116328,-0.08775977859179397,-0.7926830103998287,-0.0040400808817187195,0.0,-0.029475916384971792,-0.06865074802017815,-0.2875214733494638,-0.2649553240915465,-0.18676820758984328,-0.7631457093110938,-0.6195713020448669,-0.27625419290042613,-0.22393445829926445,-0.5495511039735607,-0.6860365308995283,-0.444803252743434,-0.02691856427350104,0.013269421402191058,-0.02132445480811468,-0.11707056046137243,-0.07853693856936107,-0.026148658523338416,-0.3679018511027621,-0.1892827227147477,0.0687416814219629,0.0,-0.019072529006902837,-0.14346978537038474,0.4509997988319377,0.03044012273626663,-0.005434832788590417,-0.3133089814238764,-0.16299297131852555,0.4693730063565661,0.02805483308421783,-0.01303620567271146,-0.4272821265354754,-0.17469033172820678,0.48265311625142243,0.01522932810704095,-0.033437346572515236,-0.42590051855349625,-0.1546958299319301,0.4525341789073207,0.03004763784843875,-0.003327385198872933,-0.39100805576030034,-0.15053003350782493,0.4578296871015042,0.029807609974492742,-0.008512134432558946,-0.32487841599043277,-0.1457471569048246,0.48349792375556044,0.025798023716191682,-0.020260566697370135,-0.44552342757291524,-0.17167217600147325,0.482737411840926,0.030931467920449297,-0.043913417523317365,-0.4374863428233226,-0.1522499036813305,0.45520346592149924,0.030156022053590872,-0.005686303641060473,-0.32787279194231256,-0.16671973661121045,0.4667636818399731,0.027360644354250025,-0.013784866271373961,-0.3377800240405634,-0.14337959020591368,0.43591931614855906,0.021461943083019328,-0.027562458895244554,-0.4670921400346208,-0.17207285864373853
