factor,ic_mean,ic_std,ic_ir,rank_ic_mean,rank_ic_std,rank_ic_ir,ic_win_rate,abs_rank_ic_mean,abs_rank_ic_ir,selected,drop_reason
alpha360__low_59,-0.15946836713395315,0.06813217797154285,-2.34057345415494,-0.13916910752284073,0.0858793824472779,-1.6205182612750837,0.01652892561983471,0.13916910752284073,1.6205182612750837,True,
alpha360__low_58,-0.1585587771013672,0.06888256685801607,-2.301870913553438,-0.13748562374729534,0.08763515004507087,-1.5688410834760516,0.013774104683195593,0.13748562374729534,1.5688410834760516,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha360__open_59,-0.15287313891933793,0.06711724132286254,-2.277702955399388,-0.1314912693040186,0.08572733397162466,-1.533831313913735,0.02203856749311295,0.1314912693040186,1.533831313913735,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha360__close_59,-0.15194231833115962,0.06691589162102866,-2.270646249349399,-0.13056724004065093,0.08593932500284492,-1.519295619744845,0.01928374655647383,0.13056724004065093,1.519295619744845,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha360__vwap_59,-0.1519750548087783,0.06689628065544607,-2.2718012618898253,-0.13020223966188108,0.08588146649857349,-1.5160691237619208,0.01652892561983471,0.13020223966188108,1.5160691237619208,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha360__low_57,-0.1572931360078224,0.07000031125212205,-2.247034808763855,-0.13526415843020365,0.08985114652189641,-1.5054249574571676,0.01928374655647383,0.13526415843020365,1.5054249574571676,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha360__open_58,-0.15184356096855745,0.06813465056800838,-2.2285806077040826,-0.12967164134378747,0.0876404311771371,-1.4795869851632488,0.01652892561983471,0.12967164134378747,1.4795869851632488,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha360__close_58,-0.1508565715793723,0.06774497339661523,-2.2268304793062272,-0.12868729874975682,0.0875409744671339,-1.4700236036105672,0.01652892561983471,0.12868729874975682,1.4700236036105672,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha360__vwap_58,-0.15094799387699184,0.06769799085051773,-2.229726347570586,-0.1284967791863819,0.08751054594105441,-1.4683576454080758,0.01928374655647383,0.1284967791863819,1.4683576454080758,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha360__low_56,-0.15636826971614562,0.07072555853193625,-2.210916010589542,-0.1337350481610202,0.09184459835861539,-1.4561013990048695,0.024793388429752067,0.1337350481610202,1.4561013990048695,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha360__open_57,-0.1506667863989056,0.06883946505434511,-2.1886687567946983,-0.1276433894575273,0.08900267255852949,-1.4341523213652612,0.01652892561983471,0.1276433894575273,1.4341523213652612,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
alpha360__high_59,-0.1438528619288975,0.06562094827285195,-2.192178956798326,-0.12133333395478473,0.08546439338416614,-1.4196945552446167,0.02203856749311295,0.12133333395478473,1.4196945552446167,False,|corr|>0.7 的高相关因子（保留 IR 更高者）
